time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.level,.name,.msg,.file,.function,.line,.topics
1970/01/01/01:00:00.191000,7,0,0,,2,/record,Subscribing to /rosout,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,8,0,0,,2,/record,Subscribing to /thrust,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,9,0,0,,2,/record,Subscribing to /vertical_thrust,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,10,0,0,,2,/record,Subscribing to /x_setpoint,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,11,0,0,,2,/record,Subscribing to /y_setpoint,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,12,0,0,,2,/record,Subscribing to /yaw,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,13,0,0,,2,/record,Subscribing to /yaw_setpoint,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,14,0,0,,2,/record,Subscribing to /z_setpoint,/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,213,['/rosout']
1970/01/01/01:00:00.191000,1,0,0,,2,/gazebo_gui,"waitForService: Service [/gazebo_gui/set_physics_properties] has not been advertised, waiting...",/tmp/binarydeb/ros-melodic-roscpp-1.14.10/src/libros/service.cpp,service::exists,80,['/rosout']
1970/01/01/01:00:00.191000,1,0,0,,2,/gazebo,"waitForService: Service [/gazebo/set_physics_properties] has not been advertised, waiting...",/tmp/binarydeb/ros-melodic-roscpp-1.14.10/src/libros/service.cpp,service::exists,80,['/rosout']
