time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity,.acceleration
1970/01/01/01:00:00.470000,1,0,469000000,,-0.527978777885,0.0466133020818,-0.00217340770178
1970/01/01/01:00:00.470000,2,0,470000000,,-0.527932167053,0.0466111265123,-0.00217800820246
1970/01/01/01:00:00.490000,3,0,489000000,,-0.527046978474,0.0465689152479,-0.00226537510753
1970/01/01/01:00:00.508000,4,0,508000000,,-0.526162564754,0.0465250425041,-0.00235266145319
1970/01/01/01:00:00.528000,5,0,528000000,,-0.525232553482,0.0464770719409,-0.00244445120916
1970/01/01/01:00:00.549000,6,0,548000000,,-0.524303495884,0.0464272648096,-0.00253614434041
1970/01/01/01:00:00.568000,7,0,568000000,,-0.523375451565,0.0463756248355,-0.00262773758732
1970/01/01/01:00:00.589000,8,0,589000000,,-0.52240216732,0.0463194362819,-0.00272379862145
1970/01/01/01:00:00.609000,9,0,608000000,,-0.521522581577,0.0462668575346,-0.00281060882844
1970/01/01/01:00:00.629000,10,0,629000000,,-0.520597815514,0.0462097339332,-0.00290187983774
1970/01/01/01:00:00.648000,11,0,648000000,,-0.519674181938,0.0461507812142,-0.00299303629436
1970/01/01/01:00:00.671000,12,0,671000000,,-0.518613517284,0.046080738306,-0.00309771997854
1970/01/01/01:00:00.688000,13,0,688000000,,-0.517830610275,0.0460274219513,-0.0031749913469
1970/01/01/01:00:00.709000,14,0,709000000,,-0.516910731792,0.045963011682,-0.00326578249224
1970/01/01/01:00:00.731000,15,0,731000000,,-0.515900313854,0.0458900667727,-0.00336550385691
1970/01/01/01:00:00.748000,16,0,748000000,,-0.515074849129,0.045828755945,-0.00344697455876
1970/01/01/01:00:00.768000,17,0,768000000,,-0.514158964157,0.0457589104772,-0.00353736826219
1970/01/01/01:00:00.789000,18,0,788000000,,-0.513244509697,0.0456872619689,-0.00362762226723
1970/01/01/01:00:00.809000,19,0,808000000,,-0.512331485748,0.0456138066947,-0.00371773308143
1970/01/01/01:00:00.828000,20,0,828000000,,-0.511419951916,0.0455385521054,-0.00380769721232
1970/01/01/01:00:00.849000,21,0,848000000,,-0.510509967804,0.0454615019262,-0.00389751093462
1970/01/01/01:00:00.869000,22,0,868000000,,-0.509601533413,0.045382656157,-0.00398717075586
1970/01/01/01:00:00.889000,23,0,888000000,,-0.508694648743,0.0453020147979,-0.00407667318359
