time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
1970/01/01/01:00:00.738000,2,0,737000000,map,108411.031402,0.0
1970/01/01/01:00:00.758000,3,0,758000000,map,108322.891343,0.0
1970/01/01/01:00:00.780000,4,0,779000000,map,108178.11781,0.0
1970/01/01/01:00:00.801000,5,0,800000000,map,108268.709796,0.0
1970/01/01/01:00:00.822000,6,0,821000000,map,108189.66742,0.0
1970/01/01/01:00:00.843000,7,0,842000000,map,108257.367526,0.0
1970/01/01/01:00:00.864000,8,0,863000000,map,108421.524944,0.0
1970/01/01/01:00:00.885000,9,0,884000000,map,108322.83191,0.0
1970/01/01/01:00:00.906000,10,0,905000000,map,108379.909934,0.0
1970/01/01/01:00:00.927000,11,0,926000000,map,108392.919826,0.0
1970/01/01/01:00:00.948000,12,0,947000000,map,108293.094086,0.0
1970/01/01/01:00:00.968000,13,0,968000000,map,108214.464744,0.0
1970/01/01/01:00:00.990000,14,0,989000000,map,108259.835788,0.0
1970/01/01/01:00:01.011000,15,1,10000000,map,108484.262094,0.0
1970/01/01/01:00:01.032000,16,1,31000000,map,108358.120181,0.0
1970/01/01/01:00:01.053000,17,1,52000000,map,108192.645383,0.0
1970/01/01/01:00:01.074000,18,1,73000000,map,108333.980783,0.0
1970/01/01/01:00:01.097000,19,1,87000000,map,108183.907516,0.0
1970/01/01/01:00:01.116000,20,1,115000000,map,108236.701663,0.0
1970/01/01/01:00:01.137000,21,1,136000000,map,108351.019353,0.0
1970/01/01/01:00:01.158000,22,1,157000000,map,108397.296619,0.0
1970/01/01/01:00:01.179000,23,1,178000000,map,108502.680156,0.0
1970/01/01/01:00:01.200000,24,1,199000000,map,108371.536595,0.0
1970/01/01/01:00:01.221000,25,1,220000000,map,108237.810321,0.0
1970/01/01/01:00:01.242000,26,1,241000000,map,108465.383296,0.0
1970/01/01/01:00:01.263000,27,1,262000000,map,108317.621226,0.0
1970/01/01/01:00:01.284000,28,1,283000000,map,108284.934015,0.0
1970/01/01/01:00:01.305000,29,1,304000000,map,108345.740161,0.0
1970/01/01/01:00:01.326000,30,1,325000000,map,108225.081227,0.0
1970/01/01/01:00:01.347000,31,1,346000000,map,108314.377614,0.0
1970/01/01/01:00:01.368000,32,1,367000000,map,108350.032247,0.0
1970/01/01/01:00:01.389000,33,1,388000000,map,108299.524233,0.0
1970/01/01/01:00:01.410000,34,1,409000000,map,108424.74923,0.0
1970/01/01/01:00:01.431000,35,1,430000000,map,108225.442572,0.0
1970/01/01/01:00:01.452000,36,1,451000000,map,108153.508725,0.0
1970/01/01/01:00:01.473000,37,1,472000000,map,108181.66873,0.0
1970/01/01/01:00:01.494000,38,1,493000000,map,108214.319966,0.0
1970/01/01/01:00:01.515000,39,1,514000000,map,108246.833528,0.0
1970/01/01/01:00:01.536000,40,1,535000000,map,108396.817918,0.0
1970/01/01/01:00:01.557000,41,1,556000000,map,108289.859184,0.0
1970/01/01/01:00:01.578000,42,1,577000000,map,108396.642674,0.0
1970/01/01/01:00:01.599000,43,1,598000000,map,108243.010368,0.0
1970/01/01/01:00:01.620000,44,1,619000000,map,108294.82535,0.0
1970/01/01/01:00:01.641000,45,1,640000000,map,108431.532165,0.0
1970/01/01/01:00:01.662000,46,1,661000000,map,108424.762521,0.0
1970/01/01/01:00:01.683000,47,1,682000000,map,108159.431765,0.0
1970/01/01/01:00:01.704000,48,1,703000000,map,108262.629655,0.0
1970/01/01/01:00:01.725000,49,1,724000000,map,108313.38488,0.0
1970/01/01/01:00:01.747000,50,1,746000000,map,108294.716914,0.0
1970/01/01/01:00:01.767000,51,1,767000000,map,108357.456912,0.0
1970/01/01/01:00:01.788000,52,1,787000000,map,108438.390472,0.0
1970/01/01/01:00:01.809000,53,1,808000000,map,108210.598048,0.0
1970/01/01/01:00:01.830000,54,1,829000000,map,108440.106521,0.0
1970/01/01/01:00:01.851000,55,1,850000000,map,108403.168377,0.0
1970/01/01/01:00:01.871000,56,1,871000000,map,108323.693005,0.0
1970/01/01/01:00:01.893000,57,1,892000000,map,108417.061858,0.0
1970/01/01/01:00:01.914000,58,1,913000000,map,108315.788681,0.0
1970/01/01/01:00:01.935000,59,1,934000000,map,108255.713667,0.0
1970/01/01/01:00:01.956000,60,1,955000000,map,108298.616823,0.0
1970/01/01/01:00:01.977000,61,1,976000000,map,108129.908387,0.0
1970/01/01/01:00:01.998000,62,1,997000000,map,108278.694272,0.0
