time,.data
1970/01/01/01:00:05.444000,0.0
1970/01/01/01:00:05.461000,0.0
1970/01/01/01:00:05.480000,0.0
1970/01/01/01:00:05.501000,0.0
1970/01/01/01:00:05.521000,0.0
1970/01/01/01:00:05.543000,0.0
1970/01/01/01:00:05.561000,0.0
1970/01/01/01:00:05.580000,0.0
1970/01/01/01:00:05.600000,0.0
1970/01/01/01:00:05.621000,0.0
1970/01/01/01:00:05.641000,0.0
1970/01/01/01:00:05.660000,0.0
1970/01/01/01:00:05.681000,0.0
1970/01/01/01:00:05.701000,0.0
1970/01/01/01:00:05.720000,0.0
1970/01/01/01:00:05.741000,0.0
1970/01/01/01:00:05.760000,0.0
1970/01/01/01:00:05.780000,0.0
1970/01/01/01:00:05.801000,0.0
1970/01/01/01:00:05.822000,0.0
1970/01/01/01:00:05.841000,0.0
1970/01/01/01:00:05.861000,0.0
1970/01/01/01:00:05.881000,0.0
1970/01/01/01:00:05.901000,0.0
1970/01/01/01:00:05.920000,0.0
1970/01/01/01:00:05.945000,0.0
1970/01/01/01:00:05.960000,0.0
1970/01/01/01:00:05.988000,0.0
1970/01/01/01:00:06.002000,0.0
1970/01/01/01:00:06.020000,0.0
1970/01/01/01:00:06.040000,0.0
1970/01/01/01:00:06.061000,0.0
1970/01/01/01:00:06.080000,0.0
1970/01/01/01:00:06.101000,0.0
1970/01/01/01:00:06.120000,0.0
1970/01/01/01:00:06.140000,0.0
1970/01/01/01:00:06.162000,0.0
1970/01/01/01:00:06.180000,0.0
1970/01/01/01:00:06.201000,0.0
1970/01/01/01:00:06.220000,0.0
1970/01/01/01:00:06.240000,0.0
1970/01/01/01:00:06.260000,0.0
1970/01/01/01:00:06.281000,0.0
1970/01/01/01:00:06.300000,0.0
1970/01/01/01:00:06.320000,0.0
1970/01/01/01:00:06.341000,0.0
1970/01/01/01:00:06.361000,0.0
1970/01/01/01:00:06.380000,0.0
1970/01/01/01:00:06.400000,0.0
1970/01/01/01:00:06.420000,0.0
1970/01/01/01:00:06.441000,0.0
1970/01/01/01:00:06.461000,0.0
1970/01/01/01:00:06.480000,0.0
1970/01/01/01:00:06.501000,0.0
1970/01/01/01:00:06.521000,0.0
1970/01/01/01:00:06.542000,0.0
1970/01/01/01:00:06.560000,0.0
1970/01/01/01:00:06.586000,0.0
1970/01/01/01:00:06.601000,0.0
1970/01/01/01:00:06.621000,0.0
1970/01/01/01:00:06.640000,0.0
1970/01/01/01:00:06.661000,0.0
1970/01/01/01:00:06.682000,0.0
1970/01/01/01:00:06.700000,0.0
1970/01/01/01:00:06.720000,0.0
1970/01/01/01:00:06.740000,0.0
1970/01/01/01:00:06.760000,0.0
1970/01/01/01:00:06.781000,0.0
1970/01/01/01:00:06.801000,0.0
1970/01/01/01:00:06.821000,0.0
1970/01/01/01:00:06.840000,0.0
1970/01/01/01:00:06.861000,0.0
1970/01/01/01:00:06.881000,0.0
1970/01/01/01:00:06.901000,0.0
1970/01/01/01:00:06.921000,0.0
1970/01/01/01:00:06.941000,0.0
1970/01/01/01:00:06.960000,0.0
1970/01/01/01:00:06.980000,0.0
1970/01/01/01:00:07.000000,0.0
1970/01/01/01:00:07.020000,0.0
1970/01/01/01:00:07.041000,0.0
1970/01/01/01:00:07.062000,0.0
1970/01/01/01:00:07.081000,0.0
1970/01/01/01:00:07.102000,0.0
1970/01/01/01:00:07.121000,0.0
1970/01/01/01:00:07.141000,0.0
1970/01/01/01:00:07.160000,0.0
1970/01/01/01:00:07.187000,0.0
1970/01/01/01:00:07.202000,0.0
1970/01/01/01:00:07.220000,0.0
1970/01/01/01:00:07.241000,0.0
1970/01/01/01:00:07.260000,0.0
1970/01/01/01:00:07.281000,0.0
1970/01/01/01:00:07.301000,0.0
1970/01/01/01:00:07.320000,0.0
1970/01/01/01:00:07.340000,0.0
1970/01/01/01:00:07.362000,0.0
1970/01/01/01:00:07.381000,0.0
1970/01/01/01:00:07.401000,0.0
1970/01/01/01:00:07.420000,0.0
1970/01/01/01:00:07.441000,0.0
1970/01/01/01:00:07.460000,0.0
1970/01/01/01:00:07.481000,0.0
1970/01/01/01:00:07.501000,0.0
1970/01/01/01:00:07.521000,0.0
1970/01/01/01:00:07.541000,0.0
1970/01/01/01:00:07.561000,0.0
1970/01/01/01:00:07.581000,0.0
1970/01/01/01:00:07.601000,0.0
1970/01/01/01:00:07.621000,0.0
1970/01/01/01:00:07.641000,0.0
1970/01/01/01:00:07.661000,0.0
1970/01/01/01:00:07.681000,0.0
1970/01/01/01:00:07.701000,0.0
1970/01/01/01:00:07.721000,0.0
1970/01/01/01:00:07.740000,0.0
1970/01/01/01:00:07.760000,0.0
1970/01/01/01:00:07.781000,0.0
1970/01/01/01:00:07.800000,0.0
1970/01/01/01:00:07.821000,0.0
1970/01/01/01:00:07.840000,0.0
1970/01/01/01:00:07.861000,0.0
1970/01/01/01:00:07.881000,0.0
1970/01/01/01:00:07.901000,0.0
1970/01/01/01:00:07.920000,0.0
1970/01/01/01:00:07.940000,0.0
1970/01/01/01:00:07.961000,0.0
1970/01/01/01:00:07.981000,0.0
1970/01/01/01:00:08.000000,0.0
1970/01/01/01:00:08.021000,0.0
1970/01/01/01:00:08.041000,0.0
1970/01/01/01:00:08.061000,0.0
1970/01/01/01:00:08.081000,0.0
1970/01/01/01:00:08.101000,0.0
1970/01/01/01:00:08.120000,0.0
1970/01/01/01:00:08.141000,0.0
1970/01/01/01:00:08.161000,0.0
1970/01/01/01:00:08.180000,0.0
1970/01/01/01:00:08.201000,0.0
1970/01/01/01:00:08.222000,0.0
1970/01/01/01:00:08.241000,0.0
1970/01/01/01:00:08.260000,0.0
1970/01/01/01:00:08.281000,0.0
1970/01/01/01:00:08.301000,0.0
1970/01/01/01:00:08.320000,0.0
1970/01/01/01:00:08.341000,0.0
1970/01/01/01:00:08.360000,0.0
1970/01/01/01:00:08.380000,0.0
1970/01/01/01:00:08.405000,0.0
1970/01/01/01:00:08.421000,0.0
1970/01/01/01:00:08.440000,0.0
1970/01/01/01:00:08.461000,0.0
1970/01/01/01:00:08.482000,0.0
1970/01/01/01:00:08.501000,0.0
1970/01/01/01:00:08.521000,0.0
1970/01/01/01:00:08.541000,0.0
1970/01/01/01:00:08.563000,0.0
1970/01/01/01:00:08.581000,0.0
1970/01/01/01:00:08.600000,0.0
1970/01/01/01:00:08.620000,0.0
1970/01/01/01:00:08.641000,0.0
1970/01/01/01:00:08.661000,0.0
1970/01/01/01:00:08.680000,0.0
1970/01/01/01:00:08.701000,0.0
1970/01/01/01:00:08.721000,0.0
1970/01/01/01:00:08.741000,0.0
1970/01/01/01:00:08.761000,0.0
1970/01/01/01:00:08.781000,0.0
1970/01/01/01:00:08.800000,0.0
1970/01/01/01:00:08.820000,0.0
1970/01/01/01:00:08.841000,0.0
1970/01/01/01:00:08.861000,0.0
1970/01/01/01:00:08.880000,0.0
1970/01/01/01:00:08.901000,0.0
1970/01/01/01:00:08.920000,0.0
1970/01/01/01:00:08.940000,0.0
1970/01/01/01:00:08.961000,0.0
1970/01/01/01:00:08.981000,0.0
1970/01/01/01:00:09.001000,0.0
1970/01/01/01:00:09.021000,0.0
1970/01/01/01:00:09.041000,0.0
1970/01/01/01:00:09.061000,0.0
1970/01/01/01:00:09.080000,0.0
1970/01/01/01:00:09.101000,0.0
1970/01/01/01:00:09.120000,0.0
1970/01/01/01:00:09.141000,0.0
1970/01/01/01:00:09.161000,0.0
1970/01/01/01:00:09.181000,0.0
1970/01/01/01:00:09.201000,0.0
1970/01/01/01:00:09.220000,0.0
1970/01/01/01:00:09.240000,0.0
1970/01/01/01:00:09.260000,0.0
1970/01/01/01:00:09.281000,0.0
1970/01/01/01:00:09.301000,0.0
1970/01/01/01:00:09.320000,0.0
1970/01/01/01:00:09.340000,0.0
1970/01/01/01:00:09.361000,0.0
1970/01/01/01:00:09.382000,0.0
1970/01/01/01:00:09.401000,0.0
1970/01/01/01:00:09.420000,0.0
1970/01/01/01:00:09.443000,0.0
1970/01/01/01:00:09.461000,0.0
1970/01/01/01:00:09.481000,0.0
1970/01/01/01:00:09.500000,0.0
1970/01/01/01:00:09.520000,0.0
1970/01/01/01:00:09.540000,0.0
1970/01/01/01:00:09.561000,0.0
1970/01/01/01:00:09.581000,0.0
1970/01/01/01:00:09.601000,0.0
1970/01/01/01:00:09.621000,0.0
1970/01/01/01:00:09.640000,0.0
1970/01/01/01:00:09.661000,0.0
1970/01/01/01:00:09.681000,0.0
1970/01/01/01:00:09.700000,0.0
1970/01/01/01:00:09.722000,0.0
1970/01/01/01:00:09.740000,0.0
1970/01/01/01:00:09.760000,0.0
1970/01/01/01:00:09.780000,0.0
1970/01/01/01:00:09.800000,0.0
1970/01/01/01:00:09.821000,0.0
1970/01/01/01:00:09.841000,0.0
1970/01/01/01:00:09.861000,0.0
1970/01/01/01:00:09.880000,0.0
1970/01/01/01:00:09.901000,0.0
1970/01/01/01:00:09.921000,0.0
1970/01/01/01:00:09.941000,0.0
1970/01/01/01:00:09.961000,0.0
1970/01/01/01:00:09.980000,0.0
1970/01/01/01:00:10.001000,0.0
1970/01/01/01:00:10.021000,0.0
1970/01/01/01:00:10.041000,0.0
1970/01/01/01:00:10.061000,0.0
1970/01/01/01:00:10.081000,0.0
1970/01/01/01:00:10.100000,0.0
1970/01/01/01:00:10.120000,0.0
1970/01/01/01:00:10.141000,0.0
1970/01/01/01:00:10.160000,0.0
1970/01/01/01:00:10.181000,0.0
1970/01/01/01:00:10.201000,0.0
1970/01/01/01:00:10.221000,0.0
1970/01/01/01:00:10.241000,0.0
1970/01/01/01:00:10.260000,0.0
1970/01/01/01:00:10.280000,0.0
1970/01/01/01:00:10.300000,0.0
1970/01/01/01:00:10.321000,0.0
1970/01/01/01:00:10.341000,0.0
1970/01/01/01:00:10.360000,0.0
1970/01/01/01:00:10.381000,0.0
1970/01/01/01:00:10.400000,0.0
1970/01/01/01:00:10.421000,0.0
1970/01/01/01:00:10.441000,0.0
1970/01/01/01:00:10.461000,0.0
