time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.child_frame_id,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w,.pose.covariance,.twist.twist.linear.x,.twist.twist.linear.y,.twist.twist.linear.z,.twist.twist.angular.x,.twist.twist.angular.y,.twist.twist.angular.z,.twist.covariance
1970/01/01/01:00:10.741000,1,10,741000000,map,map,0.8,1.675,-0.606282269434,0.000210887997263,-6.1081335639e-05,-0.674830150346,-0.737973094182,"(3.6599999999999655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6599999999999655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359278424e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0,0.0,0.0,0.00996797671629,-0.00545379442851,0.00853893890459,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.762000,2,10,761000000,map,map,0.8,1.675,-0.612920206253,0.000255232712344,-4.7918579533e-05,-0.674844214223,-0.737960294711,"(3.6699999999999653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6699999999999653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359278424e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0,0.0,0.0,-0.00533482659472,-0.00623282077341,0.00262972304242,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.781000,3,10,781000000,map,map,0.8,1.675,-0.593190441825,0.000281491001568,-6.67230092657e-05,-0.675013012351,-0.737805910805,"(3.679999999999965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.679999999999965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359278424e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.032,0.04,-0.188200343755,0.00334637601777,0.0074677678213,0.0427013025146,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.802000,4,10,801000000,map,map,0.8,1.675,-0.624537042804,0.000345981380315,-0.000141328713974,-0.67557992961,-0.737286703778,"(3.689999999999965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.689999999999965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359278424e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0608,0.076,-0.305877678046,-0.0110038830546,-0.00366818737094,0.10359420212,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.821000,5,10,821000000,map,map,0.183796159166,2.0596513093,-0.603811397585,0.000332356084155,-0.000148627537682,-0.676653915604,-0.736301226166,"(0.6068831372987603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02986642808435216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901347192009933e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0866944,0.1084,-0.445990535651,0.00573763328018,2.0517315941e-05,0.159877193045,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.842000,6,10,841000000,map,map,0.183796221897,2.0596575626,-0.598831667744,0.000308284152409,-0.000113849051063,-0.677975680286,-0.735084322843,"(0.6168831372971734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03986641231526861, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951301196511e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0853025663666,0.13756,-0.5,0.0041526824216,5.66947608599e-05,0.188104648352,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.862000,7,10,861000000,map,map,0.183796222207,2.05965759348,-0.596323824743,0.000339149053073,-9.27413927828e-05,-0.67923459348,-0.733921082995,"(0.6268831372971733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04986641231375264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359272799e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0839805630858,0.163804,-0.5,0.00225261904233,-0.00595940447483,0.174915514118,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.883000,8,10,881000000,map,map,0.183796222214,2.05965759422,-0.590183249066,0.000375337277689,-6.93819444552e-05,-0.680665687087,-0.732594007811,"(0.6368831372971733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0598664123137525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359278482e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0827225180924,0.1874236,-0.5,0.00538773430371,-0.00338450187302,0.163710214953,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.902000,9,10,902000000,map,map,0.183796222214,2.05965759423,-0.580043281996,0.00044599932977,-1.85551706364e-05,-0.681816048439,-0.731523556884,"(0.6468831372971733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0698664123137525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359278314e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.081463121901,0.209744122,-0.484918286355,-0.00226669550654,-0.0113051941334,0.160684453867,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1970/01/01/01:00:10.922000,10,10,921000000,map,map,0.183796222214,2.05965759423,-0.598308598899,0.000454980395134,-2.90159031915e-05,-0.682637611688,-0.730756953124,"(0.6568831372971733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0798664123137525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.901951359278424e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0803772982727,0.22781843041,-0.441458504122,-0.000896910537598,-0.000934643945604,0.135450260867,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
