time,.data
1970/01/01/01:00:07.077000,0.0
1970/01/01/01:00:07.096000,0.0
1970/01/01/01:00:07.113000,0.0
1970/01/01/01:00:07.132000,0.0
1970/01/01/01:00:07.150000,0.0
1970/01/01/01:00:07.169000,0.0
1970/01/01/01:00:07.194000,0.0
1970/01/01/01:00:07.211000,0.0
1970/01/01/01:00:07.231000,0.0
1970/01/01/01:00:07.252000,0.0
1970/01/01/01:00:07.272000,0.0
1970/01/01/01:00:07.291000,0.0
1970/01/01/01:00:07.314000,0.0
1970/01/01/01:00:07.331000,0.0
1970/01/01/01:00:07.351000,0.0
1970/01/01/01:00:07.371000,0.0
1970/01/01/01:00:07.392000,0.0
1970/01/01/01:00:07.411000,0.0
1970/01/01/01:00:07.431000,0.0
1970/01/01/01:00:07.477000,0.0
1970/01/01/01:00:07.477000,0.0
1970/01/01/01:00:07.490000,0.0
1970/01/01/01:00:07.511000,0.0
1970/01/01/01:00:07.533000,0.0
1970/01/01/01:00:07.552000,0.0
1970/01/01/01:00:07.571000,0.0
1970/01/01/01:00:07.591000,0.0
1970/01/01/01:00:07.611000,0.0
1970/01/01/01:00:07.630000,0.0
1970/01/01/01:00:07.650000,0.0
1970/01/01/01:00:07.671000,0.0
1970/01/01/01:00:07.692000,0.0
1970/01/01/01:00:07.711000,0.0
1970/01/01/01:00:07.731000,0.0
1970/01/01/01:00:07.753000,0.0
1970/01/01/01:00:07.771000,0.0
1970/01/01/01:00:07.791000,0.0
1970/01/01/01:00:07.812000,0.0
1970/01/01/01:00:07.831000,0.0
1970/01/01/01:00:07.852000,0.0
1970/01/01/01:00:07.871000,0.0
1970/01/01/01:00:07.891000,0.0
1970/01/01/01:00:07.913000,0.0
1970/01/01/01:00:07.929000,0.0
1970/01/01/01:00:07.950000,0.0
1970/01/01/01:00:07.971000,0.0
1970/01/01/01:00:07.993000,0.0
1970/01/01/01:00:08.011000,0.0
1970/01/01/01:00:08.031000,0.0
1970/01/01/01:00:08.052000,0.0
1970/01/01/01:00:08.071000,0.0
1970/01/01/01:00:08.092000,0.0
1970/01/01/01:00:08.111000,0.0
1970/01/01/01:00:08.132000,0.0
1970/01/01/01:00:08.151000,0.0
1970/01/01/01:00:08.170000,0.0
1970/01/01/01:00:08.192000,0.0
1970/01/01/01:00:08.224000,0.0
1970/01/01/01:00:08.232000,0.0
1970/01/01/01:00:08.250000,0.0
1970/01/01/01:00:08.271000,0.0
1970/01/01/01:00:08.291000,0.0
1970/01/01/01:00:08.311000,0.0
1970/01/01/01:00:08.331000,0.0
1970/01/01/01:00:08.351000,0.0
1970/01/01/01:00:08.371000,0.0
1970/01/01/01:00:08.391000,0.0
1970/01/01/01:00:08.412000,0.0
1970/01/01/01:00:08.430000,0.0
1970/01/01/01:00:08.451000,0.0
1970/01/01/01:00:08.472000,0.0
1970/01/01/01:00:08.492000,0.0
1970/01/01/01:00:08.511000,0.0
1970/01/01/01:00:08.530000,0.0
1970/01/01/01:00:08.551000,0.0
1970/01/01/01:00:08.571000,0.0
1970/01/01/01:00:08.590000,0.0
1970/01/01/01:00:08.614000,0.0
1970/01/01/01:00:08.631000,0.0
1970/01/01/01:00:08.650000,0.0
1970/01/01/01:00:08.671000,0.0
1970/01/01/01:00:08.692000,0.0
1970/01/01/01:00:08.710000,0.0
1970/01/01/01:00:08.731000,0.0
1970/01/01/01:00:08.757000,0.0
1970/01/01/01:00:08.771000,0.0
1970/01/01/01:00:08.790000,0.0
1970/01/01/01:00:08.811000,0.0
1970/01/01/01:00:08.832000,0.0
1970/01/01/01:00:08.851000,0.0
1970/01/01/01:00:08.871000,0.0
1970/01/01/01:00:08.891000,0.0
1970/01/01/01:00:08.911000,0.0
1970/01/01/01:00:08.931000,0.0
1970/01/01/01:00:08.951000,0.0
1970/01/01/01:00:08.971000,0.0
1970/01/01/01:00:08.991000,0.0
1970/01/01/01:00:09.011000,0.0
1970/01/01/01:00:09.031000,0.0
1970/01/01/01:00:09.051000,0.0
1970/01/01/01:00:09.071000,0.0
1970/01/01/01:00:09.092000,0.0
1970/01/01/01:00:09.113000,0.0
1970/01/01/01:00:09.131000,0.0
1970/01/01/01:00:09.152000,0.0
1970/01/01/01:00:09.171000,0.0
1970/01/01/01:00:09.191000,0.0
1970/01/01/01:00:09.210000,0.0
1970/01/01/01:00:09.232000,0.0
1970/01/01/01:00:09.251000,0.0
1970/01/01/01:00:09.271000,0.0
1970/01/01/01:00:09.292000,0.0
1970/01/01/01:00:09.315000,0.0
