time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
1970/01/01/01:00:00.863000,7,0,862000000,map,108257.367526,0.0
1970/01/01/01:00:00.884000,8,0,883000000,map,108421.524944,0.0
1970/01/01/01:00:00.905000,9,0,904000000,map,108322.83191,0.0
1970/01/01/01:00:00.926000,10,0,925000000,map,108379.909934,0.0
1970/01/01/01:00:00.947000,11,0,946000000,map,108392.919826,0.0
1970/01/01/01:00:00.968000,12,0,967000000,map,108293.094086,0.0
1970/01/01/01:00:00.989000,13,0,988000000,map,108214.464744,0.0
1970/01/01/01:00:01.010000,14,1,9000000,map,108259.835788,0.0
1970/01/01/01:00:01.031000,15,1,30000000,map,108484.262094,0.0
1970/01/01/01:00:01.052000,16,1,51000000,map,108358.120181,0.0
1970/01/01/01:00:01.073000,17,1,72000000,map,108192.645383,0.0
1970/01/01/01:00:01.094000,18,1,93000000,map,108333.980783,0.0
1970/01/01/01:00:01.117000,19,1,114000000,map,108183.907516,0.0
1970/01/01/01:00:01.136000,20,1,135000000,map,108236.701663,0.0
1970/01/01/01:00:01.157000,21,1,156000000,map,108351.019353,0.0
1970/01/01/01:00:01.178000,22,1,176000000,map,108397.296619,0.0
1970/01/01/01:00:01.199000,23,1,198000000,map,108502.680156,0.0
1970/01/01/01:00:01.220000,24,1,219000000,map,108371.536595,0.0
1970/01/01/01:00:01.241000,25,1,240000000,map,108237.810321,0.0
1970/01/01/01:00:01.262000,26,1,261000000,map,108465.383296,0.0
1970/01/01/01:00:01.283000,27,1,282000000,map,108317.621226,0.0
1970/01/01/01:00:01.304000,28,1,303000000,map,108284.934015,0.0
1970/01/01/01:00:01.325000,29,1,324000000,map,108345.740161,0.0
1970/01/01/01:00:01.346000,30,1,345000000,map,108225.081227,0.0
1970/01/01/01:00:01.367000,31,1,366000000,map,108314.377614,0.0
1970/01/01/01:00:01.388000,32,1,387000000,map,108350.032247,0.0
1970/01/01/01:00:01.411000,33,1,408000000,map,108299.524233,0.0
1970/01/01/01:00:01.430000,34,1,429000000,map,108424.74923,0.0
1970/01/01/01:00:01.451000,35,1,450000000,map,108225.442572,0.0
1970/01/01/01:00:01.472000,36,1,471000000,map,108153.508725,0.0
1970/01/01/01:00:01.493000,37,1,492000000,map,108181.66873,0.0
1970/01/01/01:00:01.514000,38,1,513000000,map,108214.319966,0.0
1970/01/01/01:00:01.535000,39,1,534000000,map,108246.833528,0.0
1970/01/01/01:00:01.556000,40,1,555000000,map,108396.817918,0.0
1970/01/01/01:00:01.576000,41,1,576000000,map,108289.859184,0.0
1970/01/01/01:00:01.598000,42,1,597000000,map,108396.642674,0.0
1970/01/01/01:00:01.619000,43,1,618000000,map,108243.010368,0.0
1970/01/01/01:00:01.640000,44,1,639000000,map,108294.82535,0.0
1970/01/01/01:00:01.661000,45,1,660000000,map,108431.532165,0.0
1970/01/01/01:00:01.682000,46,1,681000000,map,108424.762521,0.0
1970/01/01/01:00:01.703000,47,1,702000000,map,108159.431765,0.0
1970/01/01/01:00:01.724000,48,1,723000000,map,108262.629655,0.0
1970/01/01/01:00:01.745000,49,1,744000000,map,108313.38488,0.0
1970/01/01/01:00:01.766000,50,1,765000000,map,108294.716914,0.0
1970/01/01/01:00:01.787000,51,1,786000000,map,108357.456912,0.0
1970/01/01/01:00:01.808000,52,1,807000000,map,108438.390472,0.0
1970/01/01/01:00:01.829000,53,1,828000000,map,108210.598048,0.0
1970/01/01/01:00:01.850000,54,1,849000000,map,108440.106521,0.0
1970/01/01/01:00:01.871000,55,1,870000000,map,108403.168377,0.0
1970/01/01/01:00:01.892000,56,1,891000000,map,108323.693005,0.0
1970/01/01/01:00:01.913000,57,1,912000000,map,108417.061858,0.0
1970/01/01/01:00:01.934000,58,1,933000000,map,108315.788681,0.0
1970/01/01/01:00:01.955000,59,1,954000000,map,108255.713667,0.0
1970/01/01/01:00:01.976000,60,1,975000000,map,108298.616823,0.0
1970/01/01/01:00:01.997000,61,1,996000000,map,108129.908387,0.0
1970/01/01/01:00:02.018000,62,2,17000000,map,108278.694272,0.0
1970/01/01/01:00:02.039000,63,2,38000000,map,108130.017177,0.0
1970/01/01/01:00:02.060000,64,2,59000000,map,108275.365008,0.0
1970/01/01/01:00:02.081000,65,2,80000000,map,108338.794028,0.0
1970/01/01/01:00:02.102000,66,2,101000000,map,108280.392996,0.0
1970/01/01/01:00:02.123000,67,2,122000000,map,108133.13857,0.0
1970/01/01/01:00:02.144000,68,2,143000000,map,108233.276891,0.0
1970/01/01/01:00:02.165000,69,2,164000000,map,108037.092209,0.0
1970/01/01/01:00:02.186000,70,2,185000000,map,108244.559498,0.0
1970/01/01/01:00:02.207000,71,2,206000000,map,108238.878645,0.0
1970/01/01/01:00:02.228000,72,2,227000000,map,108332.366323,0.0
1970/01/01/01:00:02.249000,73,2,248000000,map,108269.271033,0.0
1970/01/01/01:00:02.270000,74,2,269000000,map,108294.218038,0.0
1970/01/01/01:00:02.290000,75,2,290000000,map,108178.756841,0.0
1970/01/01/01:00:02.312000,76,2,311000000,map,108210.29489,0.0
1970/01/01/01:00:02.333000,77,2,332000000,map,108383.267643,0.0
1970/01/01/01:00:02.354000,78,2,353000000,map,108192.263964,0.0
1970/01/01/01:00:02.375000,79,2,374000000,map,108305.669604,0.0
1970/01/01/01:00:02.396000,80,2,395000000,map,108181.279583,0.0
1970/01/01/01:00:02.417000,81,2,416000000,map,108330.744523,0.0
1970/01/01/01:00:02.438000,82,2,437000000,map,108234.54141,0.0
1970/01/01/01:00:02.459000,83,2,458000000,map,108216.205937,0.0
1970/01/01/01:00:02.480000,84,2,479000000,map,108203.478323,0.0
1970/01/01/01:00:02.501000,85,2,500000000,map,108255.065207,0.0
1970/01/01/01:00:02.522000,86,2,521000000,map,108144.161275,0.0
1970/01/01/01:00:02.543000,87,2,542000000,map,108219.091163,0.0
1970/01/01/01:00:02.564000,88,2,563000000,map,108441.126057,0.0
1970/01/01/01:00:02.585000,89,2,584000000,map,108115.012796,0.0
1970/01/01/01:00:02.606000,90,2,605000000,map,108022.683988,0.0
1970/01/01/01:00:02.627000,91,2,626000000,map,108139.636401,0.0
1970/01/01/01:00:02.648000,92,2,647000000,map,108126.310219,0.0
1970/01/01/01:00:02.669000,93,2,668000000,map,108292.587069,0.0
1970/01/01/01:00:02.690000,94,2,689000000,map,108251.571791,0.0
1970/01/01/01:00:02.711000,95,2,710000000,map,108270.316421,0.0
1970/01/01/01:00:02.732000,96,2,731000000,map,108189.47599,0.0
1970/01/01/01:00:02.753000,97,2,752000000,map,108141.123829,0.0
1970/01/01/01:00:02.774000,98,2,773000000,map,108029.646576,0.0
1970/01/01/01:00:02.795000,99,2,794000000,map,108154.393149,0.0
1970/01/01/01:00:02.816000,100,2,815000000,map,108309.769329,0.0
1970/01/01/01:00:02.837000,101,2,836000000,map,108317.500751,0.0
1970/01/01/01:00:02.858000,102,2,857000000,map,108274.40407,0.0
1970/01/01/01:00:02.879000,103,2,878000000,map,108090.893241,0.0
1970/01/01/01:00:02.899000,104,2,899000000,map,108126.11264,0.0
1970/01/01/01:00:02.921000,105,2,920000000,map,108209.912349,0.0
1970/01/01/01:00:02.942000,106,2,941000000,map,108223.229055,0.0
1970/01/01/01:00:02.963000,107,2,962000000,map,108151.323794,0.0
1970/01/01/01:00:02.984000,108,2,983000000,map,108102.015967,0.0
1970/01/01/01:00:03.005000,109,3,4000000,map,108086.295818,0.0
1970/01/01/01:00:03.026000,110,3,25000000,map,108362.181728,0.0
1970/01/01/01:00:03.047000,111,3,46000000,map,108034.191369,0.0
1970/01/01/01:00:03.068000,112,3,67000000,map,108022.949756,0.0
1970/01/01/01:00:03.089000,113,3,88000000,map,108282.192422,0.0
1970/01/01/01:00:03.110000,114,3,109000000,map,108192.419854,0.0
1970/01/01/01:00:03.131000,115,3,130000000,map,108276.317794,0.0
1970/01/01/01:00:03.152000,116,3,151000000,map,108198.070041,0.0
1970/01/01/01:00:03.173000,117,3,172000000,map,108270.427613,0.0
1970/01/01/01:00:03.194000,118,3,193000000,map,108172.185542,0.0
1970/01/01/01:00:03.215000,119,3,214000000,map,108336.883862,0.0
1970/01/01/01:00:03.236000,120,3,235000000,map,108198.787964,0.0
1970/01/01/01:00:03.257000,121,3,256000000,map,108057.026858,0.0
1970/01/01/01:00:03.278000,122,3,277000000,map,108216.11512,0.0
1970/01/01/01:00:03.299000,123,3,298000000,map,108232.792947,0.0
1970/01/01/01:00:03.320000,124,3,319000000,map,108175.211612,0.0
1970/01/01/01:00:03.341000,125,3,340000000,map,108115.457245,0.0
1970/01/01/01:00:03.362000,126,3,361000000,map,108164.04628,0.0
1970/01/01/01:00:03.383000,127,3,382000000,map,108285.93389,0.0
1970/01/01/01:00:03.404000,128,3,403000000,map,108102.15077,0.0
1970/01/01/01:00:03.425000,129,3,424000000,map,108197.95357,0.0
1970/01/01/01:00:03.446000,130,3,445000000,map,108107.171739,0.0
1970/01/01/01:00:03.467000,131,3,466000000,map,108144.90255,0.0
1970/01/01/01:00:03.488000,132,3,487000000,map,108032.590298,0.0
1970/01/01/01:00:03.509000,133,3,508000000,map,108004.883196,0.0
1970/01/01/01:00:03.530000,134,3,529000000,map,108230.210061,0.0
1970/01/01/01:00:03.551000,135,3,550000000,map,108298.527937,0.0
1970/01/01/01:00:03.572000,136,3,571000000,map,108184.375066,0.0
1970/01/01/01:00:03.593000,137,3,592000000,map,108017.998541,0.0
1970/01/01/01:00:03.614000,138,3,613000000,map,108145.037665,0.0
1970/01/01/01:00:03.635000,139,3,634000000,map,108143.213723,0.0
1970/01/01/01:00:03.656000,140,3,655000000,map,108126.520403,0.0
1970/01/01/01:00:03.677000,141,3,676000000,map,108152.178205,0.0
1970/01/01/01:00:03.698000,142,3,697000000,map,108186.84024,0.0
1970/01/01/01:00:03.719000,143,3,718000000,map,107974.118701,0.0
1970/01/01/01:00:03.740000,144,3,739000000,map,108076.91657,0.0
1970/01/01/01:00:03.761000,145,3,760000000,map,108304.121884,0.0
1970/01/01/01:00:03.782000,146,3,781000000,map,108234.86574,0.0
1970/01/01/01:00:03.803000,147,3,802000000,map,108150.005866,0.0
1970/01/01/01:00:03.824000,148,3,823000000,map,108148.347485,0.0
1970/01/01/01:00:03.845000,149,3,844000000,map,108176.666008,0.0
1970/01/01/01:00:03.866000,150,3,865000000,map,107959.801742,0.0
1970/01/01/01:00:03.887000,151,3,886000000,map,108230.309423,0.0
1970/01/01/01:00:03.908000,152,3,907000000,map,107995.019766,0.0
1970/01/01/01:00:03.929000,153,3,928000000,map,107980.139999,0.0
1970/01/01/01:00:03.950000,154,3,949000000,map,107893.13384,0.0
1970/01/01/01:00:03.971000,155,3,970000000,map,108023.823915,0.0
1970/01/01/01:00:03.992000,156,3,991000000,map,108227.761382,0.0
1970/01/01/01:00:04.013000,157,4,12000000,map,107982.424634,0.0
1970/01/01/01:00:04.034000,158,4,33000000,map,107955.721117,0.0
1970/01/01/01:00:04.055000,159,4,54000000,map,108030.434139,0.0
1970/01/01/01:00:04.076000,160,4,75000000,map,108086.374816,0.0
1970/01/01/01:00:04.097000,161,4,96000000,map,108013.896303,0.0
1970/01/01/01:00:04.118000,162,4,117000000,map,107909.24593,0.0
1970/01/01/01:00:04.139000,163,4,138000000,map,108251.251306,0.0
1970/01/01/01:00:04.160000,164,4,159000000,map,108293.904019,0.0
1970/01/01/01:00:04.181000,165,4,180000000,map,108081.138131,0.0
1970/01/01/01:00:04.202000,166,4,201000000,map,108043.596094,0.0
1970/01/01/01:00:04.223000,167,4,222000000,map,107990.402801,0.0
1970/01/01/01:00:04.244000,168,4,243000000,map,107814.357391,0.0
1970/01/01/01:00:04.265000,169,4,264000000,map,108067.429444,0.0
1970/01/01/01:00:04.286000,170,4,285000000,map,107960.594635,0.0
1970/01/01/01:00:04.307000,171,4,306000000,map,108009.529743,0.0
1970/01/01/01:00:04.328000,172,4,327000000,map,107998.331821,0.0
1970/01/01/01:00:04.349000,173,4,348000000,map,108107.726576,0.0
1970/01/01/01:00:04.370000,174,4,369000000,map,108107.971877,0.0
1970/01/01/01:00:04.391000,175,4,390000000,map,107896.199574,0.0
1970/01/01/01:00:04.412000,176,4,411000000,map,108048.020202,0.0
1970/01/01/01:00:04.433000,177,4,432000000,map,108110.952693,0.0
1970/01/01/01:00:04.454000,178,4,453000000,map,108057.842511,0.0
1970/01/01/01:00:04.475000,179,4,474000000,map,108162.873733,0.0
1970/01/01/01:00:04.495000,180,4,495000000,map,108006.459222,0.0
1970/01/01/01:00:04.517000,181,4,516000000,map,107944.744846,0.0
1970/01/01/01:00:04.538000,182,4,537000000,map,108179.314262,0.0
1970/01/01/01:00:04.559000,183,4,558000000,map,107974.562484,0.0
1970/01/01/01:00:04.580000,184,4,579000000,map,107929.231967,0.0
1970/01/01/01:00:04.601000,185,4,600000000,map,107949.422723,0.0
1970/01/01/01:00:04.622000,186,4,621000000,map,107955.182311,0.0
1970/01/01/01:00:04.643000,187,4,642000000,map,107979.751448,0.0
1970/01/01/01:00:04.664000,188,4,663000000,map,108058.789553,0.0
1970/01/01/01:00:04.685000,189,4,684000000,map,108170.419438,0.0
1970/01/01/01:00:04.706000,190,4,705000000,map,107941.459353,0.0
1970/01/01/01:00:04.727000,191,4,726000000,map,107935.314485,0.0
1970/01/01/01:00:04.748000,192,4,747000000,map,107921.524598,0.0
1970/01/01/01:00:04.769000,193,4,768000000,map,107903.509191,0.0
1970/01/01/01:00:04.790000,194,4,789000000,map,107947.27424,0.0
1970/01/01/01:00:04.811000,195,4,810000000,map,108111.500088,0.0
1970/01/01/01:00:04.832000,196,4,831000000,map,107984.968184,0.0
1970/01/01/01:00:04.853000,197,4,852000000,map,108002.515444,0.0
1970/01/01/01:00:04.874000,198,4,873000000,map,107902.444338,0.0
1970/01/01/01:00:04.895000,199,4,894000000,map,107994.447226,0.0
1970/01/01/01:00:04.916000,200,4,915000000,map,107983.663011,0.0
1970/01/01/01:00:04.937000,201,4,936000000,map,108078.302997,0.0
1970/01/01/01:00:04.958000,202,4,957000000,map,108042.96616,0.0
1970/01/01/01:00:04.979000,203,4,978000000,map,108162.315924,0.0
1970/01/01/01:00:05.000000,204,4,999000000,map,107769.926066,0.0
1970/01/01/01:00:05.020000,205,5,20000000,map,107943.659645,0.0
1970/01/01/01:00:05.042000,206,5,41000000,map,107887.481749,0.0
1970/01/01/01:00:05.063000,207,5,62000000,map,107822.746091,0.0
1970/01/01/01:00:05.084000,208,5,83000000,map,108106.956995,0.0
1970/01/01/01:00:05.105000,209,5,104000000,map,107983.955226,0.0
1970/01/01/01:00:05.126000,210,5,125000000,map,107918.872882,0.0
1970/01/01/01:00:05.147000,211,5,146000000,map,107938.274961,0.0
1970/01/01/01:00:05.168000,212,5,167000000,map,107892.960027,0.0
1970/01/01/01:00:05.189000,213,5,188000000,map,107811.780774,0.0
1970/01/01/01:00:05.210000,214,5,209000000,map,107980.482229,0.0
1970/01/01/01:00:05.231000,215,5,230000000,map,107877.956324,0.0
1970/01/01/01:00:05.252000,216,5,251000000,map,107867.193868,0.0
1970/01/01/01:00:05.273000,217,5,272000000,map,107929.956726,0.0
1970/01/01/01:00:05.294000,218,5,293000000,map,107971.730822,0.0
1970/01/01/01:00:05.315000,219,5,314000000,map,107898.584726,0.0
1970/01/01/01:00:05.336000,220,5,335000000,map,107982.669619,0.0
1970/01/01/01:00:05.357000,221,5,356000000,map,108139.752738,0.0
1970/01/01/01:00:05.378000,222,5,377000000,map,108047.365091,0.0
1970/01/01/01:00:05.399000,223,5,398000000,map,107882.78497,0.0
1970/01/01/01:00:05.420000,224,5,419000000,map,107913.518127,0.0
1970/01/01/01:00:05.441000,225,5,440000000,map,107921.179779,0.0
1970/01/01/01:00:05.462000,226,5,461000000,map,107898.445405,0.0
1970/01/01/01:00:05.483000,227,5,482000000,map,107678.745819,0.0
1970/01/01/01:00:05.504000,228,5,503000000,map,107865.916542,0.0
