time,.data
1970/01/01/01:00:05.180000,0.0
1970/01/01/01:00:05.195000,0.0
1970/01/01/01:00:05.216000,0.0
1970/01/01/01:00:05.235000,0.0
1970/01/01/01:00:05.256000,0.0
1970/01/01/01:00:05.275000,0.0
1970/01/01/01:00:05.295000,0.0
1970/01/01/01:00:05.314000,0.0
1970/01/01/01:00:05.332000,0.0
1970/01/01/01:00:05.355000,0.0
1970/01/01/01:00:05.380000,0.0
1970/01/01/01:00:05.402000,0.0
1970/01/01/01:00:05.414000,0.0
1970/01/01/01:00:05.435000,0.0
1970/01/01/01:00:05.454000,0.0
1970/01/01/01:00:05.474000,0.0
1970/01/01/01:00:05.495000,0.0
1970/01/01/01:00:05.515000,0.0
1970/01/01/01:00:05.535000,0.0
1970/01/01/01:00:05.555000,0.0
1970/01/01/01:00:05.575000,0.0
1970/01/01/01:00:05.595000,0.0
1970/01/01/01:00:05.615000,0.0
1970/01/01/01:00:05.634000,0.0
1970/01/01/01:00:05.654000,0.0
1970/01/01/01:00:05.675000,0.0
1970/01/01/01:00:05.695000,0.0
1970/01/01/01:00:05.714000,0.0
1970/01/01/01:00:05.735000,0.0
1970/01/01/01:00:05.754000,0.0
1970/01/01/01:00:05.775000,0.0
1970/01/01/01:00:05.795000,0.0
1970/01/01/01:00:05.815000,0.0
1970/01/01/01:00:05.835000,0.0
1970/01/01/01:00:05.855000,0.0
1970/01/01/01:00:05.875000,0.0
1970/01/01/01:00:05.894000,0.0
1970/01/01/01:00:05.915000,0.0
1970/01/01/01:00:05.935000,0.0
1970/01/01/01:00:05.955000,0.0
1970/01/01/01:00:05.974000,0.0
1970/01/01/01:00:05.995000,0.0
1970/01/01/01:00:06.015000,0.0
1970/01/01/01:00:06.034000,0.0
1970/01/01/01:00:06.055000,0.0
1970/01/01/01:00:06.075000,0.0
1970/01/01/01:00:06.094000,0.0
1970/01/01/01:00:06.115000,0.0
1970/01/01/01:00:06.135000,0.0
1970/01/01/01:00:06.154000,0.0
1970/01/01/01:00:06.175000,0.0
1970/01/01/01:00:06.195000,0.0
1970/01/01/01:00:06.215000,0.0
1970/01/01/01:00:06.234000,0.0
1970/01/01/01:00:06.255000,0.0
1970/01/01/01:00:06.275000,0.0
1970/01/01/01:00:06.295000,0.0
1970/01/01/01:00:06.315000,0.0
1970/01/01/01:00:06.334000,0.0
1970/01/01/01:00:06.355000,0.0
1970/01/01/01:00:06.375000,0.0
1970/01/01/01:00:06.394000,0.0
1970/01/01/01:00:06.415000,0.0
1970/01/01/01:00:06.435000,0.0
1970/01/01/01:00:06.454000,0.0
1970/01/01/01:00:06.475000,0.0
1970/01/01/01:00:06.494000,0.0
1970/01/01/01:00:06.515000,0.0
1970/01/01/01:00:06.535000,0.0
1970/01/01/01:00:06.554000,0.0
1970/01/01/01:00:06.575000,0.0
1970/01/01/01:00:06.595000,0.0
1970/01/01/01:00:06.615000,0.0
1970/01/01/01:00:06.635000,0.0
1970/01/01/01:00:06.655000,0.0
1970/01/01/01:00:06.674000,0.0
1970/01/01/01:00:06.695000,0.0
1970/01/01/01:00:06.715000,0.0
1970/01/01/01:00:06.735000,0.0
1970/01/01/01:00:06.755000,0.0
1970/01/01/01:00:06.779000,0.0
1970/01/01/01:00:06.795000,0.0
1970/01/01/01:00:06.814000,0.0
1970/01/01/01:00:06.834000,0.0
1970/01/01/01:00:06.855000,0.0
1970/01/01/01:00:06.875000,0.0
1970/01/01/01:00:06.894000,0.0
1970/01/01/01:00:06.915000,0.0
1970/01/01/01:00:06.935000,0.0
1970/01/01/01:00:06.955000,0.0
1970/01/01/01:00:06.975000,0.0
1970/01/01/01:00:06.995000,0.0
1970/01/01/01:00:07.015000,0.0
1970/01/01/01:00:07.035000,0.0
1970/01/01/01:00:07.054000,0.0
1970/01/01/01:00:07.075000,0.0
1970/01/01/01:00:07.094000,0.0
1970/01/01/01:00:07.115000,0.0
1970/01/01/01:00:07.135000,0.0
1970/01/01/01:00:07.154000,0.0
1970/01/01/01:00:07.175000,0.0
