time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
1970/01/01/01:00:02.095000,6,2,94000000,map,108189.66742,0.0
1970/01/01/01:00:02.116000,7,2,115000000,map,108257.367526,0.0
1970/01/01/01:00:02.137000,8,2,136000000,map,108421.524944,0.0
1970/01/01/01:00:02.158000,9,2,157000000,map,108322.83191,0.0
1970/01/01/01:00:02.179000,10,2,178000000,map,108379.909934,0.0
1970/01/01/01:00:02.200000,11,2,199000000,map,108392.919826,0.0
1970/01/01/01:00:02.221000,12,2,220000000,map,108293.094086,0.0
1970/01/01/01:00:02.242000,13,2,241000000,map,108214.464744,0.0
1970/01/01/01:00:02.263000,14,2,262000000,map,108259.835788,0.0
1970/01/01/01:00:02.284000,15,2,283000000,map,108484.262094,0.0
1970/01/01/01:00:02.305000,16,2,304000000,map,108358.120181,0.0
1970/01/01/01:00:02.326000,17,2,324000000,map,108192.645383,0.0
1970/01/01/01:00:02.348000,18,2,346000000,map,108333.980783,0.0
1970/01/01/01:00:02.368000,19,2,367000000,map,108183.907516,0.0
1970/01/01/01:00:02.389000,20,2,388000000,map,108236.701663,0.0
1970/01/01/01:00:02.410000,21,2,409000000,map,108351.019353,0.0
1970/01/01/01:00:02.431000,22,2,430000000,map,108397.296619,0.0
1970/01/01/01:00:02.452000,23,2,451000000,map,108502.680156,0.0
1970/01/01/01:00:02.473000,24,2,472000000,map,108371.536595,0.0
1970/01/01/01:00:02.494000,25,2,493000000,map,108237.810321,0.0
1970/01/01/01:00:02.515000,26,2,514000000,map,108465.383296,0.0
1970/01/01/01:00:02.536000,27,2,535000000,map,108317.621226,0.0
1970/01/01/01:00:02.557000,28,2,556000000,map,108284.934015,0.0
1970/01/01/01:00:02.578000,29,2,577000000,map,108345.740161,0.0
1970/01/01/01:00:02.599000,30,2,598000000,map,108225.081227,0.0
1970/01/01/01:00:02.620000,31,2,619000000,map,108314.377614,0.0
1970/01/01/01:00:02.641000,32,2,640000000,map,108350.032247,0.0
1970/01/01/01:00:02.662000,33,2,661000000,map,108299.524233,0.0
1970/01/01/01:00:02.683000,34,2,682000000,map,108424.74923,0.0
1970/01/01/01:00:02.704000,35,2,703000000,map,108225.442572,0.0
1970/01/01/01:00:02.725000,36,2,724000000,map,108153.508725,0.0
1970/01/01/01:00:02.746000,37,2,745000000,map,108181.66873,0.0
1970/01/01/01:00:02.767000,38,2,766000000,map,108214.319966,0.0
1970/01/01/01:00:02.788000,39,2,787000000,map,108246.833528,0.0
1970/01/01/01:00:02.809000,40,2,808000000,map,108396.817918,0.0
1970/01/01/01:00:02.830000,41,2,829000000,map,108289.859184,0.0
1970/01/01/01:00:02.851000,42,2,850000000,map,108396.642674,0.0
1970/01/01/01:00:02.872000,43,2,871000000,map,108243.010368,0.0
1970/01/01/01:00:02.893000,44,2,892000000,map,108294.82535,0.0
1970/01/01/01:00:02.914000,45,2,913000000,map,108431.532165,0.0
1970/01/01/01:00:02.935000,46,2,934000000,map,108424.762521,0.0
1970/01/01/01:00:02.956000,47,2,955000000,map,108159.431765,0.0
1970/01/01/01:00:02.977000,48,2,976000000,map,108262.629655,0.0
1970/01/01/01:00:02.997000,49,2,997000000,map,108313.38488,0.0
1970/01/01/01:00:03.019000,50,3,18000000,map,108294.716914,0.0
1970/01/01/01:00:03.040000,51,3,39000000,map,108357.456912,0.0
1970/01/01/01:00:03.061000,52,3,60000000,map,108438.390472,0.0
1970/01/01/01:00:03.082000,53,3,81000000,map,108210.598048,0.0
1970/01/01/01:00:03.103000,54,3,102000000,map,108440.106521,0.0
1970/01/01/01:00:03.124000,55,3,123000000,map,108403.168377,0.0
1970/01/01/01:00:03.145000,56,3,144000000,map,108323.693005,0.0
1970/01/01/01:00:03.166000,57,3,165000000,map,108417.061858,0.0
1970/01/01/01:00:03.187000,58,3,186000000,map,108315.788681,0.0
1970/01/01/01:00:03.208000,59,3,207000000,map,108255.713667,0.0
1970/01/01/01:00:03.229000,60,3,228000000,map,108298.616823,0.0
1970/01/01/01:00:03.250000,61,3,249000000,map,108129.908387,0.0
1970/01/01/01:00:03.271000,62,3,270000000,map,108278.694272,0.0
1970/01/01/01:00:03.292000,63,3,291000000,map,108130.017177,0.0
1970/01/01/01:00:03.313000,64,3,312000000,map,108275.365008,0.0
1970/01/01/01:00:03.334000,65,3,333000000,map,108338.794028,0.0
1970/01/01/01:00:03.355000,66,3,354000000,map,108280.392996,0.0
1970/01/01/01:00:03.376000,67,3,375000000,map,108133.13857,0.0
1970/01/01/01:00:03.397000,68,3,396000000,map,108233.276891,0.0
1970/01/01/01:00:03.418000,69,3,417000000,map,108037.092209,0.0
1970/01/01/01:00:03.439000,70,3,438000000,map,108244.559498,0.0
1970/01/01/01:00:03.460000,71,3,459000000,map,108238.878645,0.0
1970/01/01/01:00:03.481000,72,3,480000000,map,108332.366323,0.0
1970/01/01/01:00:03.502000,73,3,501000000,map,108269.271033,0.0
1970/01/01/01:00:03.523000,74,3,522000000,map,108294.218038,0.0
1970/01/01/01:00:03.544000,75,3,543000000,map,108178.756841,0.0
1970/01/01/01:00:03.565000,76,3,564000000,map,108210.29489,0.0
1970/01/01/01:00:03.585000,77,3,585000000,map,108383.267643,0.0
1970/01/01/01:00:03.607000,78,3,606000000,map,108192.263964,0.0
1970/01/01/01:00:03.628000,79,3,627000000,map,108305.669604,0.0
1970/01/01/01:00:03.649000,80,3,648000000,map,108181.279583,0.0
1970/01/01/01:00:03.670000,81,3,669000000,map,108330.744523,0.0
1970/01/01/01:00:03.691000,82,3,690000000,map,108234.54141,0.0
1970/01/01/01:00:03.712000,83,3,711000000,map,108216.205937,0.0
1970/01/01/01:00:03.733000,84,3,732000000,map,108203.478323,0.0
1970/01/01/01:00:03.754000,85,3,753000000,map,108255.065207,0.0
1970/01/01/01:00:03.775000,86,3,774000000,map,108144.161275,0.0
1970/01/01/01:00:03.796000,87,3,795000000,map,108219.091163,0.0
1970/01/01/01:00:03.817000,88,3,816000000,map,108441.126057,0.0
1970/01/01/01:00:03.838000,89,3,837000000,map,108115.012796,0.0
1970/01/01/01:00:03.859000,90,3,858000000,map,108022.683988,0.0
1970/01/01/01:00:03.880000,91,3,879000000,map,108139.636401,0.0
1970/01/01/01:00:03.901000,92,3,900000000,map,108126.310219,0.0
1970/01/01/01:00:03.922000,93,3,921000000,map,108292.587069,0.0
1970/01/01/01:00:03.943000,94,3,942000000,map,108251.571791,0.0
1970/01/01/01:00:03.964000,95,3,963000000,map,108270.316421,0.0
1970/01/01/01:00:03.985000,96,3,984000000,map,108189.47599,0.0
1970/01/01/01:00:04.006000,97,4,5000000,map,108141.123829,0.0
1970/01/01/01:00:04.027000,98,4,26000000,map,108029.646576,0.0
1970/01/01/01:00:04.048000,99,4,47000000,map,108154.393149,0.0
1970/01/01/01:00:04.069000,100,4,68000000,map,108309.769329,0.0
1970/01/01/01:00:04.090000,101,4,89000000,map,108317.500751,0.0
1970/01/01/01:00:04.111000,102,4,110000000,map,108274.40407,0.0
1970/01/01/01:00:04.132000,103,4,131000000,map,108090.893241,0.0
1970/01/01/01:00:04.153000,104,4,152000000,map,108126.11264,0.0
1970/01/01/01:00:04.174000,105,4,173000000,map,108209.912349,0.0
1970/01/01/01:00:04.195000,106,4,194000000,map,108223.229055,0.0
1970/01/01/01:00:04.216000,107,4,215000000,map,108151.323794,0.0
1970/01/01/01:00:04.237000,108,4,236000000,map,108102.015967,0.0
1970/01/01/01:00:04.258000,109,4,257000000,map,108086.295818,0.0
1970/01/01/01:00:04.279000,110,4,278000000,map,108362.181728,0.0
1970/01/01/01:00:04.300000,111,4,299000000,map,108034.191369,0.0
1970/01/01/01:00:04.320000,112,4,320000000,map,108022.949756,0.0
1970/01/01/01:00:04.342000,113,4,341000000,map,108282.192422,0.0
1970/01/01/01:00:04.363000,114,4,362000000,map,108192.419854,0.0
1970/01/01/01:00:04.384000,115,4,383000000,map,108276.317794,0.0
1970/01/01/01:00:04.405000,116,4,404000000,map,108198.070041,0.0
1970/01/01/01:00:04.426000,117,4,425000000,map,108270.427613,0.0
1970/01/01/01:00:04.447000,118,4,446000000,map,108172.185542,0.0
1970/01/01/01:00:04.468000,119,4,467000000,map,108336.883862,0.0
