time,.data
1970/01/01/01:00:05.588000,0.0
1970/01/01/01:00:05.600000,0.0
1970/01/01/01:00:05.620000,0.0
1970/01/01/01:00:05.640000,0.0
1970/01/01/01:00:05.661000,0.0
1970/01/01/01:00:05.681000,0.0
1970/01/01/01:00:05.700000,0.0
1970/01/01/01:00:05.719000,0.0
1970/01/01/01:00:05.740000,0.0
1970/01/01/01:00:05.760000,0.0
1970/01/01/01:00:05.780000,0.0
1970/01/01/01:00:05.800000,0.0
1970/01/01/01:00:05.820000,0.0
1970/01/01/01:00:05.841000,0.0
1970/01/01/01:00:05.860000,0.0
1970/01/01/01:00:05.880000,0.0
1970/01/01/01:00:05.900000,0.0
1970/01/01/01:00:05.920000,0.0
1970/01/01/01:00:05.940000,0.0
1970/01/01/01:00:05.960000,0.0
1970/01/01/01:00:05.980000,0.0
1970/01/01/01:00:05.999000,0.0
1970/01/01/01:00:06.020000,0.0
1970/01/01/01:00:06.040000,0.0
1970/01/01/01:00:06.060000,0.0
1970/01/01/01:00:06.081000,0.0
1970/01/01/01:00:06.099000,0.0
1970/01/01/01:00:06.119000,0.0
1970/01/01/01:00:06.140000,0.0
1970/01/01/01:00:06.160000,0.0
1970/01/01/01:00:06.180000,0.0
1970/01/01/01:00:06.200000,0.0
1970/01/01/01:00:06.219000,0.0
1970/01/01/01:00:06.240000,0.0
1970/01/01/01:00:06.259000,0.0
1970/01/01/01:00:06.280000,0.0
1970/01/01/01:00:06.299000,0.0
1970/01/01/01:00:06.320000,0.0
1970/01/01/01:00:06.340000,0.0
1970/01/01/01:00:06.360000,0.0
1970/01/01/01:00:06.382000,0.0
1970/01/01/01:00:06.400000,0.0
1970/01/01/01:00:06.419000,0.0
1970/01/01/01:00:06.440000,0.0
1970/01/01/01:00:06.461000,0.0
1970/01/01/01:00:06.480000,0.0
1970/01/01/01:00:06.500000,0.0
1970/01/01/01:00:06.519000,0.0
1970/01/01/01:00:06.540000,0.0
1970/01/01/01:00:06.560000,0.0
1970/01/01/01:00:06.580000,0.0
1970/01/01/01:00:06.606000,0.0
1970/01/01/01:00:06.620000,0.0
1970/01/01/01:00:06.640000,0.0
1970/01/01/01:00:06.660000,0.0
1970/01/01/01:00:06.680000,0.0
1970/01/01/01:00:06.701000,0.0
1970/01/01/01:00:06.730000,0.0
1970/01/01/01:00:06.740000,0.0
1970/01/01/01:00:06.760000,0.0
1970/01/01/01:00:06.780000,0.0
1970/01/01/01:00:06.800000,0.0
1970/01/01/01:00:06.820000,0.0
1970/01/01/01:00:06.840000,0.0
1970/01/01/01:00:06.860000,0.0
1970/01/01/01:00:06.880000,0.0
