time,.data
1970/01/01/01:00:05.198000,0.0
1970/01/01/01:00:05.214000,0.0
1970/01/01/01:00:05.235000,0.0
1970/01/01/01:00:05.254000,0.0
1970/01/01/01:00:05.274000,0.0
1970/01/01/01:00:05.295000,0.0
1970/01/01/01:00:05.314000,0.0
1970/01/01/01:00:05.334000,0.0
1970/01/01/01:00:05.357000,0.0
1970/01/01/01:00:05.374000,0.0
1970/01/01/01:00:05.394000,0.0
1970/01/01/01:00:05.414000,0.0
1970/01/01/01:00:05.434000,0.0
1970/01/01/01:00:05.454000,0.0
1970/01/01/01:00:05.474000,0.0
1970/01/01/01:00:05.496000,0.0
1970/01/01/01:00:05.514000,0.0
1970/01/01/01:00:05.534000,0.0
1970/01/01/01:00:05.554000,0.0
1970/01/01/01:00:05.574000,0.0
1970/01/01/01:00:05.594000,0.0
1970/01/01/01:00:05.616000,0.0
1970/01/01/01:00:05.635000,0.0
1970/01/01/01:00:05.655000,0.0
1970/01/01/01:00:05.675000,0.0
1970/01/01/01:00:05.695000,0.0
1970/01/01/01:00:05.719000,0.0
1970/01/01/01:00:05.734000,0.0
1970/01/01/01:00:05.755000,0.0
1970/01/01/01:00:05.775000,0.0
1970/01/01/01:00:05.794000,0.0
1970/01/01/01:00:05.815000,0.0
1970/01/01/01:00:05.834000,0.0
1970/01/01/01:00:05.855000,0.0
1970/01/01/01:00:05.875000,0.0
1970/01/01/01:00:05.896000,0.0
1970/01/01/01:00:05.915000,0.0
1970/01/01/01:00:05.935000,0.0
1970/01/01/01:00:05.956000,0.0
1970/01/01/01:00:05.974000,0.0
1970/01/01/01:00:05.995000,0.0
1970/01/01/01:00:06.015000,0.0
1970/01/01/01:00:06.035000,0.0
1970/01/01/01:00:06.054000,0.0
1970/01/01/01:00:06.074000,0.0
1970/01/01/01:00:06.095000,0.0
1970/01/01/01:00:06.115000,0.0
1970/01/01/01:00:06.135000,0.0
1970/01/01/01:00:06.155000,0.0
1970/01/01/01:00:06.175000,0.0
1970/01/01/01:00:06.195000,0.0
1970/01/01/01:00:06.216000,0.0
1970/01/01/01:00:06.235000,0.0
1970/01/01/01:00:06.254000,0.0
1970/01/01/01:00:06.275000,0.0
1970/01/01/01:00:06.298000,0.0
1970/01/01/01:00:06.314000,0.0
1970/01/01/01:00:06.335000,0.0
1970/01/01/01:00:06.355000,0.0
1970/01/01/01:00:06.374000,0.0
1970/01/01/01:00:06.395000,0.0
1970/01/01/01:00:06.415000,0.0
1970/01/01/01:00:06.435000,0.0
1970/01/01/01:00:06.456000,0.0
1970/01/01/01:00:06.474000,0.0
1970/01/01/01:00:06.494000,0.0
1970/01/01/01:00:06.514000,0.0
1970/01/01/01:00:06.535000,0.0
1970/01/01/01:00:06.554000,0.0
1970/01/01/01:00:06.575000,0.0
1970/01/01/01:00:06.594000,0.0
1970/01/01/01:00:06.614000,0.0
1970/01/01/01:00:06.635000,0.0
1970/01/01/01:00:06.655000,0.0
1970/01/01/01:00:06.675000,0.0
1970/01/01/01:00:06.694000,0.0
1970/01/01/01:00:06.714000,0.0
1970/01/01/01:00:06.735000,0.0
1970/01/01/01:00:06.755000,0.0
1970/01/01/01:00:06.775000,0.0
1970/01/01/01:00:06.795000,0.0
1970/01/01/01:00:06.815000,0.0
1970/01/01/01:00:06.835000,0.0
1970/01/01/01:00:06.854000,0.0
1970/01/01/01:00:06.874000,0.0
1970/01/01/01:00:06.895000,0.0
1970/01/01/01:00:06.915000,0.0
1970/01/01/01:00:06.934000,0.0
1970/01/01/01:00:06.954000,0.0
1970/01/01/01:00:06.974000,0.0
1970/01/01/01:00:06.994000,0.0
1970/01/01/01:00:07.014000,0.0
1970/01/01/01:00:07.035000,0.0
1970/01/01/01:00:07.054000,0.0
1970/01/01/01:00:07.075000,0.0
1970/01/01/01:00:07.094000,0.0
1970/01/01/01:00:07.116000,0.0
1970/01/01/01:00:07.134000,0.0
1970/01/01/01:00:07.155000,0.0
1970/01/01/01:00:07.175000,0.0
1970/01/01/01:00:07.194000,0.0
1970/01/01/01:00:07.215000,0.0
1970/01/01/01:00:07.235000,0.0
1970/01/01/01:00:07.254000,0.0
1970/01/01/01:00:07.275000,0.0
1970/01/01/01:00:07.296000,0.0
1970/01/01/01:00:07.315000,0.0
1970/01/01/01:00:07.335000,0.0
1970/01/01/01:00:07.354000,0.0
1970/01/01/01:00:07.375000,0.0
1970/01/01/01:00:07.395000,0.0
1970/01/01/01:00:07.415000,0.0
1970/01/01/01:00:07.434000,0.0
1970/01/01/01:00:07.455000,0.0
1970/01/01/01:00:07.474000,0.0
1970/01/01/01:00:07.496000,0.0
1970/01/01/01:00:07.515000,0.0
1970/01/01/01:00:07.535000,0.0
1970/01/01/01:00:07.555000,0.0
1970/01/01/01:00:07.574000,0.0
1970/01/01/01:00:07.594000,0.0
1970/01/01/01:00:07.614000,0.0
1970/01/01/01:00:07.634000,0.0
1970/01/01/01:00:07.655000,0.0
1970/01/01/01:00:07.675000,0.0
1970/01/01/01:00:07.695000,0.0
1970/01/01/01:00:07.714000,0.0
1970/01/01/01:00:07.734000,0.0
1970/01/01/01:00:07.754000,0.0
1970/01/01/01:00:07.774000,0.0
1970/01/01/01:00:07.795000,0.0
1970/01/01/01:00:07.815000,0.0
1970/01/01/01:00:07.835000,0.0
1970/01/01/01:00:07.854000,0.0
1970/01/01/01:00:07.875000,0.0
1970/01/01/01:00:07.895000,0.0
1970/01/01/01:00:07.914000,0.0
1970/01/01/01:00:07.935000,0.0
1970/01/01/01:00:07.954000,0.0
1970/01/01/01:00:07.974000,0.0
1970/01/01/01:00:07.995000,0.0
1970/01/01/01:00:08.015000,0.0
1970/01/01/01:00:08.036000,0.0
1970/01/01/01:00:08.054000,0.0
1970/01/01/01:00:08.075000,0.0
1970/01/01/01:00:08.094000,0.0
1970/01/01/01:00:08.115000,0.0
1970/01/01/01:00:08.137000,0.0
1970/01/01/01:00:08.155000,0.0
1970/01/01/01:00:08.174000,0.0
1970/01/01/01:00:08.194000,0.0
1970/01/01/01:00:08.215000,0.0
1970/01/01/01:00:08.235000,0.0
1970/01/01/01:00:08.255000,0.0
1970/01/01/01:00:08.275000,0.0
1970/01/01/01:00:08.294000,0.0
1970/01/01/01:00:08.314000,0.0
1970/01/01/01:00:08.334000,0.0
1970/01/01/01:00:08.354000,0.0
1970/01/01/01:00:08.374000,0.0
1970/01/01/01:00:08.395000,0.0
1970/01/01/01:00:08.415000,0.0
1970/01/01/01:00:08.435000,0.0
1970/01/01/01:00:08.454000,0.0
1970/01/01/01:00:08.475000,0.0
1970/01/01/01:00:08.495000,0.0
1970/01/01/01:00:08.515000,0.0
1970/01/01/01:00:08.535000,0.0
1970/01/01/01:00:08.555000,0.0
1970/01/01/01:00:08.575000,0.0
1970/01/01/01:00:08.595000,0.0
1970/01/01/01:00:08.615000,0.0
1970/01/01/01:00:08.635000,0.0
1970/01/01/01:00:08.655000,0.0
1970/01/01/01:00:08.675000,0.0
1970/01/01/01:00:08.695000,0.0
1970/01/01/01:00:08.715000,0.0
1970/01/01/01:00:08.735000,0.0
1970/01/01/01:00:08.755000,0.0
1970/01/01/01:00:08.774000,0.0
1970/01/01/01:00:08.794000,0.0
1970/01/01/01:00:08.815000,0.0
1970/01/01/01:00:08.834000,0.0
1970/01/01/01:00:08.855000,0.0
1970/01/01/01:00:08.875000,0.0
1970/01/01/01:00:08.895000,0.0
1970/01/01/01:00:08.915000,0.0
1970/01/01/01:00:08.935000,0.0
1970/01/01/01:00:08.955000,0.0
1970/01/01/01:00:08.974000,0.0
1970/01/01/01:00:08.995000,0.0
1970/01/01/01:00:09.015000,0.0
1970/01/01/01:00:09.034000,0.0
1970/01/01/01:00:09.055000,0.0
1970/01/01/01:00:09.075000,0.0
1970/01/01/01:00:09.094000,0.0
1970/01/01/01:00:09.114000,0.0
1970/01/01/01:00:09.134000,0.0
1970/01/01/01:00:09.155000,0.0
1970/01/01/01:00:09.174000,0.0
1970/01/01/01:00:09.195000,0.0
1970/01/01/01:00:09.217000,0.0
1970/01/01/01:00:09.236000,0.0
1970/01/01/01:00:09.255000,0.0
1970/01/01/01:00:09.275000,0.0
1970/01/01/01:00:09.295000,0.0
1970/01/01/01:00:09.314000,0.0
1970/01/01/01:00:09.335000,0.0
1970/01/01/01:00:09.354000,0.0
1970/01/01/01:00:09.375000,0.0
1970/01/01/01:00:09.395000,0.0
1970/01/01/01:00:09.414000,0.0
1970/01/01/01:00:09.435000,0.0
1970/01/01/01:00:09.455000,0.0
1970/01/01/01:00:09.475000,0.0
1970/01/01/01:00:09.495000,0.0
1970/01/01/01:00:09.515000,0.0
1970/01/01/01:00:09.535000,0.0
1970/01/01/01:00:09.555000,0.0
1970/01/01/01:00:09.575000,0.0
1970/01/01/01:00:09.594000,0.0
1970/01/01/01:00:09.615000,0.0
1970/01/01/01:00:09.634000,0.0
1970/01/01/01:00:09.654000,0.0
1970/01/01/01:00:09.675000,0.0
1970/01/01/01:00:09.694000,0.0
1970/01/01/01:00:09.715000,0.0
1970/01/01/01:00:09.735000,0.0
1970/01/01/01:00:09.755000,0.0
1970/01/01/01:00:09.774000,0.0
1970/01/01/01:00:09.794000,0.0
1970/01/01/01:00:09.815000,0.0
1970/01/01/01:00:09.834000,0.0
1970/01/01/01:00:09.855000,0.0
1970/01/01/01:00:09.874000,0.0
1970/01/01/01:00:09.894000,0.0
1970/01/01/01:00:09.914000,0.0
1970/01/01/01:00:09.935000,0.0
1970/01/01/01:00:09.955000,0.0
1970/01/01/01:00:09.975000,0.0
1970/01/01/01:00:09.994000,0.0
1970/01/01/01:00:10.015000,0.0
1970/01/01/01:00:10.034000,0.0
1970/01/01/01:00:10.055000,0.0
1970/01/01/01:00:10.075000,0.0
1970/01/01/01:00:10.095000,0.0
1970/01/01/01:00:10.115000,0.0
1970/01/01/01:00:10.135000,0.0
1970/01/01/01:00:10.154000,0.0
1970/01/01/01:00:10.175000,0.0
1970/01/01/01:00:10.194000,0.0
1970/01/01/01:00:10.214000,0.0
1970/01/01/01:00:10.234000,0.0
1970/01/01/01:00:10.255000,0.0
1970/01/01/01:00:10.274000,0.0
1970/01/01/01:00:10.294000,0.0
1970/01/01/01:00:10.315000,0.0
1970/01/01/01:00:10.335000,0.0
1970/01/01/01:00:10.355000,0.0
1970/01/01/01:00:10.375000,0.0
1970/01/01/01:00:10.396000,0.0
1970/01/01/01:00:10.421000,0.0
1970/01/01/01:00:10.435000,0.0
1970/01/01/01:00:10.456000,0.0
1970/01/01/01:00:10.475000,0.0
1970/01/01/01:00:10.495000,0.0
1970/01/01/01:00:10.515000,0.0
1970/01/01/01:00:10.534000,-3.40909120465e-08
1970/01/01/01:00:10.555000,-3.25565682551e-08
1970/01/01/01:00:10.575000,-3.75133024125e-08
1970/01/01/01:00:10.594000,-4.1282542419e-08
1970/01/01/01:00:10.615000,-4.38458865296e-08
1970/01/01/01:00:10.634000,-4.54849295334e-08
1970/01/01/01:00:10.654000,0.0416359475331
1970/01/01/01:00:10.675000,0.0401577965132
1970/01/01/01:00:10.694000,0.0387340831383
1970/01/01/01:00:10.714000,0.037292894165
1970/01/01/01:00:10.734000,0.037292894165
1970/01/01/01:00:10.755000,0.0358940508102
1970/01/01/01:00:10.774000,0.0358940508102
1970/01/01/01:00:10.795000,0.0318800960672
1970/01/01/01:00:10.814000,0.0318800960672
1970/01/01/01:00:10.834000,0.152239255873
1970/01/01/01:00:10.854000,0.144049621159
1970/01/01/01:00:10.874000,0.136442049958
1970/01/01/01:00:10.894000,0.136442049958
1970/01/01/01:00:10.915000,0.122758242839
1970/01/01/01:00:10.936000,0.122758242839
1970/01/01/01:00:10.954000,0.200844318347
1970/01/01/01:00:10.975000,0.200844318347
1970/01/01/01:00:10.994000,0.180594586399
1970/01/01/01:00:11.015000,0.180594586399
1970/01/01/01:00:11.034000,0.162978688199
1970/01/01/01:00:11.054000,0.162978688199
1970/01/01/01:00:11.076000,0.147514460084
1970/01/01/01:00:11.095000,0.147514460084
1970/01/01/01:00:11.114000,0.147514460084
1970/01/01/01:00:11.135000,0.166110274009
1970/01/01/01:00:11.156000,0.166110274009
1970/01/01/01:00:11.174000,0.149228063801
1970/01/01/01:00:11.195000,0.141685694024
1970/01/01/01:00:11.215000,0.134663664578
1970/01/01/01:00:11.235000,0.134663664578
1970/01/01/01:00:11.254000,-0.0677444251253
1970/01/01/01:00:11.275000,-0.0677444251253
1970/01/01/01:00:11.295000,-0.081064001873
1970/01/01/01:00:11.314000,-0.081064001873
1970/01/01/01:00:11.334000,-0.0869868362813
1970/01/01/01:00:11.355000,-0.0869868362813
1970/01/01/01:00:11.375000,-0.154260924607
1970/01/01/01:00:11.395000,-0.154260924607
1970/01/01/01:00:11.414000,-0.154260924607
1970/01/01/01:00:11.435000,-0.14958911687
1970/01/01/01:00:11.454000,-0.14958911687
1970/01/01/01:00:11.475000,-0.138255364929
1970/01/01/01:00:11.494000,-0.138255364929
1970/01/01/01:00:11.515000,-0.276526947684
1970/01/01/01:00:11.534000,-0.268173641023
1970/01/01/01:00:11.554000,-0.259454668754
1970/01/01/01:00:11.574000,-0.259454668754
