time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
1970/01/01/01:00:00.508000,7,0,507000000,map,108257.367526,0.0
1970/01/01/01:00:00.529000,8,0,528000000,map,108421.524944,0.0
1970/01/01/01:00:00.551000,9,0,549000000,map,108322.83191,0.0
1970/01/01/01:00:00.571000,10,0,570000000,map,108379.909934,0.0
1970/01/01/01:00:00.592000,11,0,591000000,map,108392.919826,0.0
1970/01/01/01:00:00.613000,12,0,612000000,map,108293.094086,0.0
1970/01/01/01:00:00.634000,13,0,633000000,map,108214.464744,0.0
1970/01/01/01:00:00.655000,14,0,654000000,map,108259.835788,0.0
1970/01/01/01:00:00.676000,15,0,675000000,map,108484.262094,0.0
1970/01/01/01:00:00.697000,16,0,696000000,map,108358.120181,0.0
1970/01/01/01:00:00.718000,17,0,717000000,map,108192.645383,0.0
1970/01/01/01:00:00.739000,18,0,738000000,map,108333.980783,0.0
1970/01/01/01:00:00.760000,19,0,759000000,map,108183.907516,0.0
1970/01/01/01:00:00.781000,20,0,780000000,map,108236.701663,0.0
1970/01/01/01:00:00.802000,21,0,801000000,map,108351.019353,0.0
1970/01/01/01:00:00.823000,22,0,822000000,map,108397.296619,0.0
1970/01/01/01:00:00.844000,23,0,843000000,map,108502.680156,0.0
1970/01/01/01:00:00.865000,24,0,864000000,map,108371.536595,0.0
1970/01/01/01:00:00.886000,25,0,885000000,map,108237.810321,0.0
1970/01/01/01:00:00.907000,26,0,906000000,map,108465.383296,0.0
1970/01/01/01:00:00.928000,27,0,927000000,map,108317.621226,0.0
1970/01/01/01:00:00.949000,28,0,948000000,map,108284.934015,0.0
1970/01/01/01:00:00.970000,29,0,969000000,map,108345.740161,0.0
1970/01/01/01:00:00.991000,30,0,990000000,map,108225.081227,0.0
1970/01/01/01:00:01.012000,31,1,11000000,map,108314.377614,0.0
1970/01/01/01:00:01.033000,32,1,32000000,map,108350.032247,0.0
1970/01/01/01:00:01.054000,33,1,53000000,map,108299.524233,0.0
1970/01/01/01:00:01.074000,34,1,74000000,map,108424.74923,0.0
1970/01/01/01:00:01.096000,35,1,95000000,map,108225.442572,0.0
1970/01/01/01:00:01.117000,36,1,116000000,map,108153.508725,0.0
1970/01/01/01:00:01.138000,37,1,137000000,map,108181.66873,0.0
1970/01/01/01:00:01.159000,38,1,158000000,map,108214.319966,0.0
1970/01/01/01:00:01.180000,39,1,179000000,map,108246.833528,0.0
1970/01/01/01:00:01.201000,40,1,200000000,map,108396.817918,0.0
1970/01/01/01:00:01.222000,41,1,221000000,map,108289.859184,0.0
1970/01/01/01:00:01.243000,42,1,242000000,map,108396.642674,0.0
1970/01/01/01:00:01.264000,43,1,263000000,map,108243.010368,0.0
1970/01/01/01:00:01.285000,44,1,284000000,map,108294.82535,0.0
1970/01/01/01:00:01.306000,45,1,305000000,map,108431.532165,0.0
1970/01/01/01:00:01.327000,46,1,326000000,map,108424.762521,0.0
1970/01/01/01:00:01.348000,47,1,347000000,map,108159.431765,0.0
1970/01/01/01:00:01.369000,48,1,368000000,map,108262.629655,0.0
1970/01/01/01:00:01.390000,49,1,389000000,map,108313.38488,0.0
1970/01/01/01:00:01.411000,50,1,410000000,map,108294.716914,0.0
1970/01/01/01:00:01.432000,51,1,431000000,map,108357.456912,0.0
1970/01/01/01:00:01.453000,52,1,452000000,map,108438.390472,0.0
1970/01/01/01:00:01.474000,53,1,473000000,map,108210.598048,0.0
1970/01/01/01:00:01.494000,54,1,494000000,map,108440.106521,0.0
1970/01/01/01:00:01.516000,55,1,515000000,map,108403.168377,0.0
1970/01/01/01:00:01.537000,56,1,536000000,map,108323.693005,0.0
1970/01/01/01:00:01.558000,57,1,557000000,map,108417.061858,0.0
1970/01/01/01:00:01.579000,58,1,578000000,map,108315.788681,0.0
1970/01/01/01:00:01.600000,59,1,599000000,map,108255.713667,0.0
1970/01/01/01:00:01.621000,60,1,620000000,map,108298.616823,0.0
1970/01/01/01:00:01.642000,61,1,641000000,map,108129.908387,0.0
1970/01/01/01:00:01.663000,62,1,662000000,map,108278.694272,0.0
1970/01/01/01:00:01.684000,63,1,683000000,map,108130.017177,0.0
1970/01/01/01:00:01.705000,64,1,704000000,map,108275.365008,0.0
1970/01/01/01:00:01.726000,65,1,725000000,map,108338.794028,0.0
1970/01/01/01:00:01.747000,66,1,746000000,map,108280.392996,0.0
1970/01/01/01:00:01.768000,67,1,767000000,map,108133.13857,0.0
1970/01/01/01:00:01.789000,68,1,788000000,map,108233.276891,0.0
1970/01/01/01:00:01.810000,69,1,809000000,map,108037.092209,0.0
1970/01/01/01:00:01.831000,70,1,830000000,map,108244.559498,0.0
1970/01/01/01:00:01.852000,71,1,851000000,map,108238.878645,0.0
1970/01/01/01:00:01.873000,72,1,872000000,map,108332.366323,0.0
1970/01/01/01:00:01.894000,73,1,893000000,map,108269.271033,0.0
1970/01/01/01:00:01.915000,74,1,914000000,map,108294.218038,0.0
1970/01/01/01:00:01.936000,75,1,935000000,map,108178.756841,0.0
1970/01/01/01:00:01.957000,76,1,956000000,map,108210.29489,0.0
1970/01/01/01:00:01.978000,77,1,977000000,map,108383.267643,0.0
1970/01/01/01:00:01.999000,78,1,998000000,map,108192.263964,0.0
1970/01/01/01:00:02.020000,79,2,19000000,map,108305.669604,0.0
1970/01/01/01:00:02.041000,80,2,40000000,map,108181.279583,0.0
1970/01/01/01:00:02.061000,81,2,61000000,map,108330.744523,0.0
1970/01/01/01:00:02.083000,82,2,82000000,map,108234.54141,0.0
1970/01/01/01:00:02.104000,83,2,103000000,map,108216.205937,0.0
1970/01/01/01:00:02.125000,84,2,124000000,map,108203.478323,0.0
1970/01/01/01:00:02.146000,85,2,145000000,map,108255.065207,0.0
1970/01/01/01:00:02.167000,86,2,166000000,map,108144.161275,0.0
1970/01/01/01:00:02.188000,87,2,187000000,map,108219.091163,0.0
1970/01/01/01:00:02.209000,88,2,208000000,map,108441.126057,0.0
1970/01/01/01:00:02.230000,89,2,229000000,map,108115.012796,0.0
