time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
1970/01/01/01:00:01.361000,39,1,360000000,map,108246.833528,0.0
1970/01/01/01:00:01.382000,40,1,381000000,map,108396.817918,0.0
1970/01/01/01:00:01.403000,41,1,402000000,map,108289.859184,0.0
1970/01/01/01:00:01.424000,42,1,423000000,map,108396.642674,0.0
1970/01/01/01:00:01.445000,43,1,444000000,map,108243.010368,0.0
1970/01/01/01:00:01.466000,44,1,465000000,map,108294.82535,0.0
1970/01/01/01:00:01.487000,45,1,486000000,map,108431.532165,0.0
1970/01/01/01:00:01.508000,46,1,507000000,map,108424.762521,0.0
1970/01/01/01:00:01.529000,47,1,528000000,map,108159.431765,0.0
1970/01/01/01:00:01.550000,48,1,549000000,map,108262.629655,0.0
1970/01/01/01:00:01.571000,49,1,570000000,map,108313.38488,0.0
1970/01/01/01:00:01.592000,50,1,591000000,map,108294.716914,0.0
1970/01/01/01:00:01.613000,51,1,612000000,map,108357.456912,0.0
1970/01/01/01:00:01.634000,52,1,633000000,map,108438.390472,0.0
1970/01/01/01:00:01.655000,53,1,654000000,map,108210.598048,0.0
1970/01/01/01:00:01.676000,54,1,675000000,map,108440.106521,0.0
1970/01/01/01:00:01.697000,55,1,696000000,map,108403.168377,0.0
1970/01/01/01:00:01.718000,56,1,717000000,map,108323.693005,0.0
1970/01/01/01:00:01.739000,57,1,738000000,map,108417.061858,0.0
1970/01/01/01:00:01.760000,58,1,759000000,map,108315.788681,0.0
1970/01/01/01:00:01.781000,59,1,780000000,map,108255.713667,0.0
1970/01/01/01:00:01.802000,60,1,801000000,map,108298.616823,0.0
1970/01/01/01:00:01.823000,61,1,822000000,map,108129.908387,0.0
1970/01/01/01:00:01.844000,62,1,843000000,map,108278.694272,0.0
1970/01/01/01:00:01.865000,63,1,864000000,map,108130.017177,0.0
1970/01/01/01:00:01.886000,64,1,885000000,map,108275.365008,0.0
1970/01/01/01:00:01.907000,65,1,906000000,map,108338.794028,0.0
1970/01/01/01:00:01.927000,66,1,927000000,map,108280.392996,0.0
1970/01/01/01:00:01.949000,67,1,948000000,map,108133.13857,0.0
1970/01/01/01:00:01.970000,68,1,969000000,map,108233.276891,0.0
1970/01/01/01:00:01.991000,69,1,990000000,map,108037.092209,0.0
1970/01/01/01:00:02.012000,70,2,11000000,map,108244.559498,0.0
1970/01/01/01:00:02.033000,71,2,32000000,map,108238.878645,0.0
1970/01/01/01:00:02.054000,72,2,53000000,map,108332.366323,0.0
1970/01/01/01:00:02.077000,73,2,74000000,map,108269.271033,0.0
1970/01/01/01:00:02.096000,74,2,95000000,map,108294.218038,0.0
1970/01/01/01:00:02.117000,75,2,116000000,map,108178.756841,0.0
1970/01/01/01:00:02.138000,76,2,137000000,map,108210.29489,0.0
1970/01/01/01:00:02.158000,77,2,158000000,map,108383.267643,0.0
1970/01/01/01:00:02.180000,78,2,179000000,map,108192.263964,0.0
1970/01/01/01:00:02.201000,79,2,200000000,map,108305.669604,0.0
1970/01/01/01:00:02.222000,80,2,221000000,map,108181.279583,0.0
1970/01/01/01:00:02.243000,81,2,242000000,map,108330.744523,0.0
1970/01/01/01:00:02.264000,82,2,263000000,map,108234.54141,0.0
1970/01/01/01:00:02.285000,83,2,284000000,map,108216.205937,0.0
1970/01/01/01:00:02.306000,84,2,305000000,map,108203.478323,0.0
1970/01/01/01:00:02.327000,85,2,326000000,map,108255.065207,0.0
1970/01/01/01:00:02.348000,86,2,347000000,map,108144.161275,0.0
1970/01/01/01:00:02.369000,87,2,368000000,map,108219.091163,0.0
1970/01/01/01:00:02.390000,88,2,389000000,map,108441.126057,0.0
1970/01/01/01:00:02.411000,89,2,410000000,map,108115.012796,0.0
1970/01/01/01:00:02.432000,90,2,431000000,map,108022.683988,0.0
1970/01/01/01:00:02.453000,91,2,452000000,map,108139.636401,0.0
1970/01/01/01:00:02.474000,92,2,473000000,map,108126.310219,0.0
1970/01/01/01:00:02.495000,93,2,494000000,map,108292.587069,0.0
1970/01/01/01:00:02.516000,94,2,515000000,map,108251.571791,0.0
1970/01/01/01:00:02.537000,95,2,536000000,map,108270.316421,0.0
1970/01/01/01:00:02.558000,96,2,557000000,map,108189.47599,0.0
1970/01/01/01:00:02.578000,97,2,578000000,map,108141.123829,0.0
1970/01/01/01:00:02.600000,98,2,599000000,map,108029.646576,0.0
1970/01/01/01:00:02.621000,99,2,620000000,map,108154.393149,0.0
1970/01/01/01:00:02.642000,100,2,641000000,map,108309.769329,0.0
1970/01/01/01:00:02.663000,101,2,662000000,map,108317.500751,0.0
1970/01/01/01:00:02.684000,102,2,683000000,map,108274.40407,0.0
1970/01/01/01:00:02.705000,103,2,704000000,map,108090.893241,0.0
1970/01/01/01:00:02.726000,104,2,725000000,map,108126.11264,0.0
1970/01/01/01:00:02.747000,105,2,746000000,map,108209.912349,0.0
1970/01/01/01:00:02.768000,106,2,767000000,map,108223.229055,0.0
1970/01/01/01:00:02.788000,107,2,788000000,map,108151.323794,0.0
1970/01/01/01:00:02.810000,108,2,809000000,map,108102.015967,0.0
1970/01/01/01:00:02.831000,109,2,830000000,map,108086.295818,0.0
1970/01/01/01:00:02.852000,110,2,851000000,map,108362.181728,0.0
1970/01/01/01:00:02.873000,111,2,872000000,map,108034.191369,0.0
1970/01/01/01:00:02.894000,112,2,893000000,map,108022.949756,0.0
1970/01/01/01:00:02.915000,113,2,914000000,map,108282.192422,0.0
1970/01/01/01:00:02.936000,114,2,935000000,map,108192.419854,0.0
1970/01/01/01:00:02.957000,115,2,956000000,map,108276.317794,0.0
1970/01/01/01:00:02.978000,116,2,977000000,map,108198.070041,0.0
1970/01/01/01:00:02.999000,117,2,998000000,map,108270.427613,0.0
1970/01/01/01:00:03.020000,118,3,19000000,map,108172.185542,0.0
1970/01/01/01:00:03.041000,119,3,40000000,map,108336.883862,0.0
1970/01/01/01:00:03.062000,120,3,61000000,map,108198.787964,0.0
1970/01/01/01:00:03.083000,121,3,82000000,map,108057.026858,0.0
1970/01/01/01:00:03.104000,122,3,103000000,map,108216.11512,0.0
1970/01/01/01:00:03.125000,123,3,124000000,map,108232.792947,0.0
1970/01/01/01:00:03.146000,124,3,145000000,map,108175.211612,0.0
1970/01/01/01:00:03.167000,125,3,166000000,map,108115.457245,0.0
1970/01/01/01:00:03.188000,126,3,187000000,map,108164.04628,0.0
1970/01/01/01:00:03.209000,127,3,208000000,map,108285.93389,0.0
1970/01/01/01:00:03.230000,128,3,229000000,map,108102.15077,0.0
1970/01/01/01:00:03.251000,129,3,250000000,map,108197.95357,0.0
1970/01/01/01:00:03.272000,130,3,271000000,map,108107.171739,0.0
1970/01/01/01:00:03.293000,131,3,292000000,map,108144.90255,0.0
1970/01/01/01:00:03.314000,132,3,313000000,map,108032.590298,0.0
1970/01/01/01:00:03.335000,133,3,334000000,map,108004.883196,0.0
1970/01/01/01:00:03.356000,134,3,355000000,map,108230.210061,0.0
1970/01/01/01:00:03.377000,135,3,376000000,map,108298.527937,0.0
1970/01/01/01:00:03.398000,136,3,397000000,map,108184.375066,0.0
1970/01/01/01:00:03.419000,137,3,418000000,map,108017.998541,0.0
1970/01/01/01:00:03.440000,138,3,439000000,map,108145.037665,0.0
1970/01/01/01:00:03.461000,139,3,460000000,map,108143.213723,0.0
1970/01/01/01:00:03.482000,140,3,481000000,map,108126.520403,0.0
1970/01/01/01:00:03.503000,141,3,502000000,map,108152.178205,0.0
1970/01/01/01:00:03.524000,142,3,523000000,map,108186.84024,0.0
1970/01/01/01:00:03.545000,143,3,544000000,map,107974.118701,0.0
1970/01/01/01:00:03.566000,144,3,565000000,map,108076.91657,0.0
1970/01/01/01:00:03.587000,145,3,586000000,map,108304.121884,0.0
1970/01/01/01:00:03.608000,146,3,607000000,map,108234.86574,0.0
1970/01/01/01:00:03.629000,147,3,628000000,map,108150.005866,0.0
1970/01/01/01:00:03.650000,148,3,649000000,map,108148.347485,0.0
1970/01/01/01:00:03.671000,149,3,670000000,map,108176.666008,0.0
1970/01/01/01:00:03.692000,150,3,691000000,map,107959.801742,0.0
1970/01/01/01:00:03.713000,151,3,713000000,map,108230.309423,0.0
1970/01/01/01:00:03.734000,152,3,733000000,map,107995.019766,0.0
1970/01/01/01:00:03.755000,153,3,754000000,map,107980.139999,0.0
1970/01/01/01:00:03.776000,154,3,775000000,map,107893.13384,0.0
1970/01/01/01:00:03.797000,155,3,796000000,map,108023.823915,0.0
1970/01/01/01:00:03.818000,156,3,817000000,map,108227.761382,0.0
1970/01/01/01:00:03.839000,157,3,838000000,map,107982.424634,0.0
1970/01/01/01:00:03.860000,158,3,859000000,map,107955.721117,0.0
1970/01/01/01:00:03.881000,159,3,880000000,map,108030.434139,0.0
1970/01/01/01:00:03.902000,160,3,901000000,map,108086.374816,0.0
1970/01/01/01:00:03.923000,161,3,922000000,map,108013.896303,0.0
1970/01/01/01:00:03.944000,162,3,943000000,map,107909.24593,0.0
1970/01/01/01:00:03.965000,163,3,964000000,map,108251.251306,0.0
1970/01/01/01:00:03.986000,164,3,985000000,map,108293.904019,0.0
1970/01/01/01:00:04.007000,165,4,6000000,map,108081.138131,0.0
1970/01/01/01:00:04.028000,166,4,27000000,map,108043.596094,0.0
1970/01/01/01:00:04.049000,167,4,48000000,map,107990.402801,0.0
1970/01/01/01:00:04.070000,168,4,69000000,map,107814.357391,0.0
1970/01/01/01:00:04.091000,169,4,90000000,map,108067.429444,0.0
1970/01/01/01:00:04.112000,170,4,111000000,map,107960.594635,0.0
1970/01/01/01:00:04.133000,171,4,132000000,map,108009.529743,0.0
1970/01/01/01:00:04.154000,172,4,153000000,map,107998.331821,0.0
1970/01/01/01:00:04.175000,173,4,174000000,map,108107.726576,0.0
1970/01/01/01:00:04.196000,174,4,195000000,map,108107.971877,0.0
1970/01/01/01:00:04.217000,175,4,216000000,map,107896.199574,0.0
1970/01/01/01:00:04.238000,176,4,237000000,map,108048.020202,0.0
1970/01/01/01:00:04.259000,177,4,258000000,map,108110.952693,0.0
1970/01/01/01:00:04.280000,178,4,279000000,map,108057.842511,0.0
1970/01/01/01:00:04.301000,179,4,300000000,map,108162.873733,0.0
1970/01/01/01:00:04.322000,180,4,321000000,map,108006.459222,0.0
1970/01/01/01:00:04.343000,181,4,342000000,map,107944.744846,0.0
1970/01/01/01:00:04.364000,182,4,363000000,map,108179.314262,0.0
1970/01/01/01:00:04.385000,183,4,384000000,map,107974.562484,0.0
1970/01/01/01:00:04.406000,184,4,405000000,map,107929.231967,0.0
1970/01/01/01:00:04.427000,185,4,426000000,map,107949.422723,0.0
1970/01/01/01:00:04.448000,186,4,447000000,map,107955.182311,0.0
1970/01/01/01:00:04.469000,187,4,468000000,map,107979.751448,0.0
1970/01/01/01:00:04.490000,188,4,489000000,map,108058.789553,0.0
1970/01/01/01:00:04.511000,189,4,510000000,map,108170.419438,0.0
1970/01/01/01:00:04.532000,190,4,531000000,map,107941.459353,0.0
1970/01/01/01:00:04.553000,191,4,552000000,map,107935.314485,0.0
1970/01/01/01:00:04.574000,192,4,573000000,map,107921.524598,0.0
1970/01/01/01:00:04.595000,193,4,594000000,map,107903.509191,0.0
1970/01/01/01:00:04.616000,194,4,615000000,map,107947.27424,0.0
1970/01/01/01:00:04.637000,195,4,636000000,map,108111.500088,0.0
1970/01/01/01:00:04.658000,196,4,657000000,map,107984.968184,0.0
1970/01/01/01:00:04.679000,197,4,678000000,map,108002.515444,0.0
1970/01/01/01:00:04.700000,198,4,699000000,map,107902.444338,0.0
1970/01/01/01:00:04.721000,199,4,720000000,map,107994.447226,0.0
1970/01/01/01:00:04.742000,200,4,741000000,map,107983.663011,0.0
1970/01/01/01:00:04.763000,201,4,762000000,map,108078.302997,0.0
1970/01/01/01:00:04.784000,202,4,783000000,map,108042.96616,0.0
1970/01/01/01:00:04.805000,203,4,804000000,map,108162.315924,0.0
1970/01/01/01:00:04.826000,204,4,825000000,map,107769.926066,0.0
1970/01/01/01:00:04.847000,205,4,846000000,map,107943.659645,0.0
1970/01/01/01:00:04.868000,206,4,867000000,map,107887.481749,0.0
1970/01/01/01:00:04.889000,207,4,888000000,map,107822.746091,0.0
1970/01/01/01:00:04.910000,208,4,909000000,map,108106.956995,0.0
1970/01/01/01:00:04.931000,209,4,930000000,map,107983.955226,0.0
1970/01/01/01:00:04.952000,210,4,951000000,map,107918.872882,0.0
1970/01/01/01:00:04.973000,211,4,972000000,map,107938.274961,0.0
1970/01/01/01:00:04.994000,212,4,993000000,map,107892.960027,0.0
1970/01/01/01:00:05.015000,213,5,14000000,map,107811.780774,0.0
1970/01/01/01:00:05.036000,214,5,35000000,map,107980.482229,0.0
1970/01/01/01:00:05.057000,215,5,56000000,map,107877.956324,0.0
1970/01/01/01:00:05.078000,216,5,77000000,map,107867.193868,0.0
1970/01/01/01:00:05.099000,217,5,98000000,map,107929.956726,0.0
1970/01/01/01:00:05.120000,218,5,119000000,map,107971.730822,0.0
1970/01/01/01:00:05.141000,219,5,140000000,map,107898.584726,0.0
1970/01/01/01:00:05.162000,220,5,161000000,map,107982.669619,0.0
1970/01/01/01:00:05.183000,221,5,182000000,map,108139.752738,0.0
1970/01/01/01:00:05.204000,222,5,203000000,map,108047.365091,0.0
1970/01/01/01:00:05.225000,223,5,224000000,map,107882.78497,0.0
1970/01/01/01:00:05.246000,224,5,245000000,map,107913.518127,0.0
1970/01/01/01:00:05.267000,225,5,266000000,map,107921.179779,0.0
1970/01/01/01:00:05.288000,226,5,287000000,map,107898.445405,0.0
1970/01/01/01:00:05.309000,227,5,308000000,map,107678.745819,0.0
1970/01/01/01:00:05.330000,228,5,329000000,map,107865.916542,0.0
1970/01/01/01:00:05.351000,229,5,350000000,map,107905.148372,0.0
1970/01/01/01:00:05.372000,230,5,371000000,map,107885.780159,0.0
1970/01/01/01:00:05.393000,231,5,392000000,map,107884.197283,0.0
1970/01/01/01:00:05.414000,232,5,413000000,map,107864.680049,0.0
1970/01/01/01:00:05.435000,233,5,434000000,map,107962.685706,0.0
1970/01/01/01:00:05.456000,234,5,455000000,map,107876.291531,0.0
1970/01/01/01:00:05.477000,235,5,476000000,map,107765.899292,0.0
1970/01/01/01:00:05.498000,236,5,497000000,map,107923.469594,0.0
1970/01/01/01:00:05.519000,237,5,518000000,map,107811.604371,0.0
1970/01/01/01:00:05.540000,238,5,539000000,map,107935.401391,0.0
1970/01/01/01:00:05.561000,239,5,560000000,map,107812.072287,0.0
1970/01/01/01:00:05.582000,240,5,581000000,map,107841.075039,0.0
1970/01/01/01:00:05.603000,241,5,602000000,map,107989.099057,0.0
1970/01/01/01:00:05.624000,242,5,623000000,map,107828.15553,0.0
1970/01/01/01:00:05.645000,243,5,644000000,map,107872.919243,0.0
1970/01/01/01:00:05.666000,244,5,665000000,map,107813.513816,0.0
1970/01/01/01:00:05.686000,245,5,686000000,map,108034.041417,0.0
1970/01/01/01:00:05.708000,246,5,707000000,map,107842.959514,0.0
1970/01/01/01:00:05.729000,247,5,728000000,map,107748.108992,0.0
1970/01/01/01:00:05.750000,248,5,749000000,map,107919.102439,0.0
1970/01/01/01:00:05.771000,249,5,770000000,map,107862.978441,0.0
1970/01/01/01:00:05.792000,250,5,791000000,map,108002.425875,0.0
1970/01/01/01:00:05.813000,251,5,812000000,map,107805.592373,0.0
1970/01/01/01:00:05.833000,252,5,833000000,map,107914.741483,0.0
1970/01/01/01:00:05.855000,253,5,854000000,map,107725.963927,0.0
1970/01/01/01:00:05.876000,254,5,875000000,map,107729.292395,0.0
1970/01/01/01:00:05.899000,255,5,895000000,map,107870.486002,0.0
1970/01/01/01:00:05.918000,256,5,917000000,map,107929.673382,0.0
1970/01/01/01:00:05.939000,257,5,938000000,map,107831.100174,0.0
1970/01/01/01:00:05.960000,258,5,959000000,map,107726.622196,0.0
1970/01/01/01:00:05.980000,259,5,980000000,map,107625.409141,0.0
1970/01/01/01:00:06.002000,260,6,1000000,map,107899.158356,0.0
1970/01/01/01:00:06.023000,261,6,22000000,map,107885.795681,0.0
1970/01/01/01:00:06.044000,262,6,43000000,map,107752.28283,0.0
1970/01/01/01:00:06.065000,263,6,64000000,map,107848.412912,0.0
1970/01/01/01:00:06.086000,264,6,85000000,map,107957.395037,0.0
1970/01/01/01:00:06.107000,265,6,106000000,map,107692.067046,0.0
1970/01/01/01:00:06.128000,266,6,127000000,map,107731.200465,0.0
1970/01/01/01:00:06.149000,267,6,148000000,map,107774.571618,0.0
1970/01/01/01:00:06.170000,268,6,169000000,map,107767.66089,0.0
1970/01/01/01:00:06.191000,269,6,190000000,map,107799.065055,0.0
1970/01/01/01:00:06.212000,270,6,211000000,map,107722.68015,0.0
1970/01/01/01:00:06.233000,271,6,232000000,map,107804.70753,0.0
1970/01/01/01:00:06.254000,272,6,253000000,map,107917.610748,0.0
1970/01/01/01:00:06.275000,273,6,274000000,map,107738.530039,0.0
1970/01/01/01:00:06.296000,274,6,295000000,map,107850.546342,0.0
1970/01/01/01:00:06.316000,275,6,316000000,map,107913.075535,0.0
1970/01/01/01:00:06.338000,276,6,337000000,map,107716.896095,0.0
1970/01/01/01:00:06.359000,277,6,358000000,map,107831.928393,0.0
1970/01/01/01:00:06.380000,278,6,379000000,map,107681.955309,0.0
1970/01/01/01:00:06.401000,279,6,400000000,map,107887.140748,0.0
1970/01/01/01:00:06.422000,280,6,421000000,map,107799.490897,0.0
1970/01/01/01:00:06.443000,281,6,442000000,map,107666.953683,0.0
1970/01/01/01:00:06.464000,282,6,463000000,map,107851.586839,0.0
1970/01/01/01:00:06.484000,283,6,484000000,map,107820.154381,0.0
1970/01/01/01:00:06.506000,284,6,505000000,map,107733.451851,0.0
1970/01/01/01:00:06.527000,285,6,526000000,map,107817.98606,0.0
1970/01/01/01:00:06.548000,286,6,547000000,map,107876.451457,0.0
1970/01/01/01:00:06.569000,287,6,568000000,map,107785.003489,0.0
1970/01/01/01:00:06.590000,288,6,589000000,map,107761.540833,0.0
1970/01/01/01:00:06.611000,289,6,610000000,map,107795.620265,0.0
1970/01/01/01:00:06.632000,290,6,631000000,map,107669.424426,0.0
1970/01/01/01:00:06.653000,291,6,652000000,map,107720.386867,0.0
1970/01/01/01:00:06.674000,292,6,673000000,map,107853.071883,0.0
1970/01/01/01:00:06.695000,293,6,694000000,map,107714.842847,0.0
1970/01/01/01:00:06.716000,294,6,715000000,map,107774.131818,0.0
1970/01/01/01:00:06.736000,295,6,736000000,map,107679.960565,0.0
1970/01/01/01:00:06.758000,296,6,757000000,map,107758.35488,0.0
1970/01/01/01:00:06.779000,297,6,778000000,map,107696.447392,0.0
1970/01/01/01:00:06.799000,298,6,799000000,map,107852.929203,0.0
1970/01/01/01:00:06.821000,299,6,820000000,map,107628.687226,0.0
1970/01/01/01:00:06.842000,300,6,841000000,map,107685.633195,0.0
1970/01/01/01:00:06.863000,301,6,862000000,map,107677.435108,0.0
1970/01/01/01:00:06.884000,302,6,883000000,map,107550.097197,0.0
1970/01/01/01:00:06.905000,303,6,904000000,map,107816.655493,0.0
1970/01/01/01:00:06.926000,304,6,925000000,map,107631.674345,0.0
1970/01/01/01:00:06.947000,305,6,946000000,map,107731.107835,0.0
1970/01/01/01:00:06.968000,306,6,967000000,map,107826.225451,0.0
1970/01/01/01:00:06.989000,307,6,988000000,map,107633.505861,0.0
1970/01/01/01:00:07.010000,308,7,9000000,map,107660.355085,0.0
1970/01/01/01:00:07.031000,309,7,30000000,map,107520.62151,0.0
1970/01/01/01:00:07.052000,310,7,51000000,map,107684.388121,0.0
1970/01/01/01:00:07.073000,311,7,72000000,map,107688.618249,0.0
1970/01/01/01:00:07.094000,312,7,93000000,map,107732.171539,0.0
1970/01/01/01:00:07.115000,313,7,114000000,map,107736.432651,0.0
1970/01/01/01:00:07.136000,314,7,135000000,map,107492.0523,0.0
1970/01/01/01:00:07.157000,315,7,156000000,map,107663.585529,0.0
1970/01/01/01:00:07.178000,316,7,177000000,map,107839.985959,0.0
1970/01/01/01:00:07.199000,317,7,198000000,map,107526.414793,0.0
1970/01/01/01:00:07.220000,318,7,219000000,map,107624.526752,0.0
1970/01/01/01:00:07.241000,319,7,240000000,map,107815.454421,0.0
1970/01/01/01:00:07.261000,320,7,261000000,map,107704.084256,0.0
1970/01/01/01:00:07.283000,321,7,282000000,map,107652.76893,0.0
1970/01/01/01:00:07.304000,322,7,303000000,map,107558.512333,0.0
1970/01/01/01:00:07.325000,323,7,324000000,map,107623.842245,0.0
1970/01/01/01:00:07.346000,324,7,345000000,map,107603.561727,0.0
1970/01/01/01:00:07.367000,325,7,366000000,map,107512.431484,0.0
1970/01/01/01:00:07.388000,326,7,387000000,map,107629.848624,0.0
1970/01/01/01:00:07.409000,327,7,408000000,map,107583.491362,0.0
1970/01/01/01:00:07.430000,328,7,429000000,map,107725.134767,0.0
1970/01/01/01:00:07.451000,329,7,450000000,map,107700.351162,0.0
1970/01/01/01:00:07.472000,330,7,472000000,map,107593.762342,0.0
1970/01/01/01:00:07.493000,331,7,492000000,map,107633.339433,0.0
1970/01/01/01:00:07.514000,332,7,513000000,map,107584.308446,0.0
1970/01/01/01:00:07.535000,333,7,534000000,map,107323.648201,0.0
1970/01/01/01:00:07.556000,334,7,555000000,map,107535.717735,0.0
1970/01/01/01:00:07.577000,335,7,576000000,map,107706.398701,0.0
1970/01/01/01:00:07.598000,336,7,597000000,map,107578.233922,0.0
1970/01/01/01:00:07.619000,337,7,618000000,map,107612.036514,0.0
1970/01/01/01:00:07.640000,338,7,639000000,map,107554.880426,0.0
1970/01/01/01:00:07.661000,339,7,660000000,map,107584.234605,0.0
1970/01/01/01:00:07.681000,340,7,681000000,map,107554.147591,0.0
1970/01/01/01:00:07.703000,341,7,702000000,map,107601.958693,0.0
1970/01/01/01:00:07.724000,342,7,723000000,map,107629.442922,0.0
1970/01/01/01:00:07.745000,343,7,744000000,map,107481.061285,0.0
1970/01/01/01:00:07.766000,344,7,765000000,map,107563.796508,0.0
1970/01/01/01:00:07.787000,345,7,786000000,map,107547.857762,0.0
1970/01/01/01:00:07.808000,346,7,807000000,map,107595.32727,0.0
1970/01/01/01:00:07.829000,347,7,828000000,map,107731.584799,0.0
1970/01/01/01:00:07.850000,348,7,849000000,map,107622.16346,0.0
1970/01/01/01:00:07.871000,349,7,870000000,map,107608.028621,0.0
1970/01/01/01:00:07.892000,350,7,891000000,map,107366.054895,0.0
1970/01/01/01:00:07.913000,351,7,912000000,map,107668.40376,0.0
1970/01/01/01:00:07.934000,352,7,933000000,map,107472.437272,0.0
1970/01/01/01:00:07.955000,353,7,954000000,map,107893.444135,0.0
1970/01/01/01:00:07.976000,354,7,975000000,map,107611.62734,0.0
1970/01/01/01:00:07.997000,355,7,996000000,map,107582.181309,0.0
1970/01/01/01:00:08.018000,356,8,17000000,map,107536.691588,0.0
1970/01/01/01:00:08.039000,357,8,38000000,map,107486.524022,0.0
1970/01/01/01:00:08.060000,358,8,59000000,map,107505.203333,0.0
1970/01/01/01:00:08.081000,359,8,80000000,map,107684.300903,0.0
1970/01/01/01:00:08.102000,360,8,101000000,map,107402.710151,0.0
1970/01/01/01:00:08.123000,361,8,122000000,map,107483.34555,0.0
1970/01/01/01:00:08.144000,362,8,143000000,map,107563.613813,0.0
1970/01/01/01:00:08.165000,363,8,164000000,map,107546.687766,0.0
1970/01/01/01:00:08.186000,364,8,185000000,map,107484.541986,0.0
1970/01/01/01:00:08.207000,365,8,206000000,map,107332.952435,0.0
1970/01/01/01:00:08.228000,366,8,227000000,map,107647.940668,0.0
1970/01/01/01:00:08.249000,367,8,248000000,map,107507.326285,0.0
1970/01/01/01:00:08.270000,368,8,269000000,map,107402.645435,0.0
1970/01/01/01:00:08.291000,369,8,290000000,map,107470.830587,0.0
1970/01/01/01:00:08.312000,370,8,311000000,map,107580.091938,0.0
1970/01/01/01:00:08.333000,371,8,332000000,map,107608.007227,0.0
1970/01/01/01:00:08.354000,372,8,353000000,map,107594.594337,0.0
1970/01/01/01:00:08.375000,373,8,374000000,map,107538.148582,0.0
1970/01/01/01:00:08.396000,374,8,395000000,map,107495.161166,0.0
1970/01/01/01:00:08.417000,375,8,416000000,map,107613.556301,0.0
1970/01/01/01:00:08.438000,376,8,437000000,map,107493.052456,0.0
1970/01/01/01:00:08.459000,377,8,458000000,map,107469.802052,0.0
1970/01/01/01:00:08.480000,378,8,479000000,map,107575.434407,0.0
1970/01/01/01:00:08.501000,379,8,500000000,map,107551.952545,0.0
1970/01/01/01:00:08.522000,380,8,521000000,map,107515.539633,0.0
1970/01/01/01:00:08.543000,381,8,542000000,map,107578.001561,0.0
1970/01/01/01:00:08.564000,382,8,563000000,map,107514.371958,0.0
1970/01/01/01:00:08.585000,383,8,584000000,map,107247.38992,0.0
1970/01/01/01:00:08.606000,384,8,605000000,map,107594.632434,0.0
1970/01/01/01:00:08.627000,385,8,626000000,map,107618.246146,0.0
1970/01/01/01:00:08.648000,386,8,647000000,map,107432.384776,0.0
1970/01/01/01:00:08.669000,387,8,668000000,map,107643.09545,0.0
1970/01/01/01:00:08.690000,388,8,689000000,map,107581.814471,0.0
1970/01/01/01:00:08.711000,389,8,710000000,map,107373.130835,0.0
1970/01/01/01:00:08.732000,390,8,731000000,map,107544.287474,0.0
