time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity,.acceleration
1970/01/01/01:00:00.612000,1,0,612000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.632000,2,0,631000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.652000,3,0,652000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.672000,4,0,671000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.692000,5,0,692000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.711000,6,0,711000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.733000,7,0,732000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.751000,8,0,751000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.773000,9,0,771000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.792000,10,0,791000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.812000,11,0,812000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.833000,12,0,832000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.853000,13,0,852000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.872000,14,0,871000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.892000,15,0,891000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.911000,16,0,911000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.932000,17,0,932000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.954000,18,0,953000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.972000,19,0,972000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:00.992000,20,0,992000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.012000,21,1,12000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.032000,22,1,31000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.052000,23,1,51000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.072000,24,1,72000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.092000,25,1,91000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.112000,26,1,112000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.132000,27,1,131000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.152000,28,1,151000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.172000,29,1,172000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.192000,30,1,191000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.212000,31,1,211000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.233000,32,1,232000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.252000,33,1,252000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.273000,34,1,273000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.292000,35,1,291000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.313000,36,1,312000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.333000,37,1,332000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.352000,38,1,352000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.373000,39,1,372000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.391000,40,1,391000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.412000,41,1,411000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.432000,42,1,432000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.452000,43,1,451000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.474000,44,1,473000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.491000,45,1,491000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.512000,46,1,511000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.532000,47,1,532000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.553000,48,1,551000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.572000,49,1,571000000,,1.57079637051,0.0,0.0
1970/01/01/01:00:01.592000,50,1,592000000,,1.57079637051,0.0,0.0
