time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
1970/01/01/01:00:00.998000,8,0,997000000,map,108421.524944,0.0
1970/01/01/01:00:01.019000,9,1,18000000,map,108322.83191,0.0
1970/01/01/01:00:01.040000,10,1,39000000,map,108379.909934,0.0
1970/01/01/01:00:01.061000,11,1,60000000,map,108392.919826,0.0
1970/01/01/01:00:01.082000,12,1,81000000,map,108293.094086,0.0
1970/01/01/01:00:01.103000,13,1,102000000,map,108214.464744,0.0
1970/01/01/01:00:01.124000,14,1,123000000,map,108259.835788,0.0
1970/01/01/01:00:01.145000,15,1,144000000,map,108484.262094,0.0
1970/01/01/01:00:01.166000,16,1,165000000,map,108358.120181,0.0
1970/01/01/01:00:01.187000,17,1,186000000,map,108192.645383,0.0
1970/01/01/01:00:01.208000,18,1,207000000,map,108333.980783,0.0
1970/01/01/01:00:01.229000,19,1,228000000,map,108183.907516,0.0
1970/01/01/01:00:01.250000,20,1,249000000,map,108236.701663,0.0
1970/01/01/01:00:01.271000,21,1,270000000,map,108351.019353,0.0
1970/01/01/01:00:01.292000,22,1,291000000,map,108397.296619,0.0
1970/01/01/01:00:01.313000,23,1,312000000,map,108502.680156,0.0
1970/01/01/01:00:01.334000,24,1,333000000,map,108371.536595,0.0
1970/01/01/01:00:01.355000,25,1,354000000,map,108237.810321,0.0
1970/01/01/01:00:01.376000,26,1,375000000,map,108465.383296,0.0
1970/01/01/01:00:01.397000,27,1,396000000,map,108317.621226,0.0
1970/01/01/01:00:01.418000,28,1,417000000,map,108284.934015,0.0
1970/01/01/01:00:01.439000,29,1,438000000,map,108345.740161,0.0
1970/01/01/01:00:01.460000,30,1,459000000,map,108225.081227,0.0
1970/01/01/01:00:01.481000,31,1,480000000,map,108314.377614,0.0
1970/01/01/01:00:01.502000,32,1,501000000,map,108350.032247,0.0
1970/01/01/01:00:01.523000,33,1,522000000,map,108299.524233,0.0
1970/01/01/01:00:01.544000,34,1,543000000,map,108424.74923,0.0
1970/01/01/01:00:01.565000,35,1,564000000,map,108225.442572,0.0
1970/01/01/01:00:01.586000,36,1,585000000,map,108153.508725,0.0
1970/01/01/01:00:01.607000,37,1,606000000,map,108181.66873,0.0
1970/01/01/01:00:01.628000,38,1,627000000,map,108214.319966,0.0
1970/01/01/01:00:01.649000,39,1,648000000,map,108246.833528,0.0
1970/01/01/01:00:01.670000,40,1,669000000,map,108396.817918,0.0
1970/01/01/01:00:01.691000,41,1,690000000,map,108289.859184,0.0
1970/01/01/01:00:01.712000,42,1,711000000,map,108396.642674,0.0
1970/01/01/01:00:01.733000,43,1,732000000,map,108243.010368,0.0
1970/01/01/01:00:01.754000,44,1,753000000,map,108294.82535,0.0
1970/01/01/01:00:01.775000,45,1,774000000,map,108431.532165,0.0
1970/01/01/01:00:01.802000,46,1,795000000,map,108424.762521,0.0
1970/01/01/01:00:01.817000,47,1,816000000,map,108159.431765,0.0
1970/01/01/01:00:01.838000,48,1,837000000,map,108262.629655,0.0
1970/01/01/01:00:01.859000,49,1,858000000,map,108313.38488,0.0
1970/01/01/01:00:01.880000,50,1,879000000,map,108294.716914,0.0
1970/01/01/01:00:01.901000,51,1,900000000,map,108357.456912,0.0
1970/01/01/01:00:01.922000,52,1,921000000,map,108438.390472,0.0
1970/01/01/01:00:01.943000,53,1,942000000,map,108210.598048,0.0
1970/01/01/01:00:01.964000,54,1,963000000,map,108440.106521,0.0
1970/01/01/01:00:01.985000,55,1,984000000,map,108403.168377,0.0
1970/01/01/01:00:02.006000,56,2,5000000,map,108323.693005,0.0
1970/01/01/01:00:02.027000,57,2,26000000,map,108417.061858,0.0
1970/01/01/01:00:02.048000,58,2,47000000,map,108315.788681,0.0
1970/01/01/01:00:02.069000,59,2,68000000,map,108255.713667,0.0
1970/01/01/01:00:02.090000,60,2,89000000,map,108298.616823,0.0
1970/01/01/01:00:02.111000,61,2,110000000,map,108129.908387,0.0
1970/01/01/01:00:02.132000,62,2,131000000,map,108278.694272,0.0
1970/01/01/01:00:02.153000,63,2,152000000,map,108130.017177,0.0
1970/01/01/01:00:02.174000,64,2,173000000,map,108275.365008,0.0
1970/01/01/01:00:02.195000,65,2,194000000,map,108338.794028,0.0
1970/01/01/01:00:02.216000,66,2,215000000,map,108280.392996,0.0
1970/01/01/01:00:02.237000,67,2,236000000,map,108133.13857,0.0
1970/01/01/01:00:02.258000,68,2,257000000,map,108233.276891,0.0
1970/01/01/01:00:02.279000,69,2,278000000,map,108037.092209,0.0
1970/01/01/01:00:02.299000,70,2,299000000,map,108244.559498,0.0
1970/01/01/01:00:02.321000,71,2,320000000,map,108238.878645,0.0
1970/01/01/01:00:02.342000,72,2,341000000,map,108332.366323,0.0
1970/01/01/01:00:02.363000,73,2,362000000,map,108269.271033,0.0
1970/01/01/01:00:02.384000,74,2,383000000,map,108294.218038,0.0
1970/01/01/01:00:02.405000,75,2,404000000,map,108178.756841,0.0
1970/01/01/01:00:02.426000,76,2,425000000,map,108210.29489,0.0
1970/01/01/01:00:02.447000,77,2,446000000,map,108383.267643,0.0
1970/01/01/01:00:02.468000,78,2,467000000,map,108192.263964,0.0
1970/01/01/01:00:02.489000,79,2,488000000,map,108305.669604,0.0
1970/01/01/01:00:02.510000,80,2,509000000,map,108181.279583,0.0
1970/01/01/01:00:02.532000,81,2,530000000,map,108330.744523,0.0
1970/01/01/01:00:02.551000,82,2,551000000,map,108234.54141,0.0
1970/01/01/01:00:02.573000,83,2,572000000,map,108216.205937,0.0
1970/01/01/01:00:02.594000,84,2,593000000,map,108203.478323,0.0
1970/01/01/01:00:02.615000,85,2,614000000,map,108255.065207,0.0
1970/01/01/01:00:02.636000,86,2,635000000,map,108144.161275,0.0
1970/01/01/01:00:02.657000,87,2,656000000,map,108219.091163,0.0
1970/01/01/01:00:02.678000,88,2,677000000,map,108441.126057,0.0
1970/01/01/01:00:02.699000,89,2,698000000,map,108115.012796,0.0
1970/01/01/01:00:02.720000,90,2,719000000,map,108022.683988,0.0
1970/01/01/01:00:02.741000,91,2,740000000,map,108139.636401,0.0
1970/01/01/01:00:02.762000,92,2,761000000,map,108126.310219,0.0
1970/01/01/01:00:02.783000,93,2,782000000,map,108292.587069,0.0
1970/01/01/01:00:02.804000,94,2,803000000,map,108251.571791,0.0
1970/01/01/01:00:02.825000,95,2,824000000,map,108270.316421,0.0
1970/01/01/01:00:02.846000,96,2,845000000,map,108189.47599,0.0
1970/01/01/01:00:02.867000,97,2,866000000,map,108141.123829,0.0
1970/01/01/01:00:02.888000,98,2,887000000,map,108029.646576,0.0
1970/01/01/01:00:02.909000,99,2,908000000,map,108154.393149,0.0
1970/01/01/01:00:02.930000,100,2,929000000,map,108309.769329,0.0
1970/01/01/01:00:02.951000,101,2,950000000,map,108317.500751,0.0
1970/01/01/01:00:02.972000,102,2,971000000,map,108274.40407,0.0
1970/01/01/01:00:02.993000,103,2,992000000,map,108090.893241,0.0
1970/01/01/01:00:03.014000,104,3,13000000,map,108126.11264,0.0
1970/01/01/01:00:03.035000,105,3,34000000,map,108209.912349,0.0
1970/01/01/01:00:03.056000,106,3,55000000,map,108223.229055,0.0
1970/01/01/01:00:03.077000,107,3,76000000,map,108151.323794,0.0
1970/01/01/01:00:03.098000,108,3,97000000,map,108102.015967,0.0
1970/01/01/01:00:03.119000,109,3,118000000,map,108086.295818,0.0
1970/01/01/01:00:03.140000,110,3,139000000,map,108362.181728,0.0
1970/01/01/01:00:03.161000,111,3,160000000,map,108034.191369,0.0
1970/01/01/01:00:03.182000,112,3,181000000,map,108022.949756,0.0
1970/01/01/01:00:03.203000,113,3,202000000,map,108282.192422,0.0
1970/01/01/01:00:03.224000,114,3,223000000,map,108192.419854,0.0
1970/01/01/01:00:03.245000,115,3,244000000,map,108276.317794,0.0
1970/01/01/01:00:03.266000,116,3,265000000,map,108198.070041,0.0
1970/01/01/01:00:03.287000,117,3,286000000,map,108270.427613,0.0
1970/01/01/01:00:03.308000,118,3,307000000,map,108172.185542,0.0
1970/01/01/01:00:03.329000,119,3,328000000,map,108336.883862,0.0
1970/01/01/01:00:03.350000,120,3,349000000,map,108198.787964,0.0
1970/01/01/01:00:03.371000,121,3,370000000,map,108057.026858,0.0
1970/01/01/01:00:03.392000,122,3,391000000,map,108216.11512,0.0
