time,.data
1970/01/01/01:00:05.446000,0.0
1970/01/01/01:00:05.460000,0.0
1970/01/01/01:00:05.483000,0.0
1970/01/01/01:00:05.501000,0.0
1970/01/01/01:00:05.521000,0.0
1970/01/01/01:00:05.541000,0.0
1970/01/01/01:00:05.561000,0.0
1970/01/01/01:00:05.580000,0.0
1970/01/01/01:00:05.601000,0.0
1970/01/01/01:00:05.621000,0.0
1970/01/01/01:00:05.640000,0.0
1970/01/01/01:00:05.666000,0.0
1970/01/01/01:00:05.681000,0.0
1970/01/01/01:00:05.701000,0.0
1970/01/01/01:00:05.721000,0.0
1970/01/01/01:00:05.741000,0.0
1970/01/01/01:00:05.762000,0.0
1970/01/01/01:00:05.781000,0.0
1970/01/01/01:00:05.802000,0.0
1970/01/01/01:00:05.820000,0.0
1970/01/01/01:00:05.842000,0.0
1970/01/01/01:00:05.862000,0.0
1970/01/01/01:00:05.881000,0.0
1970/01/01/01:00:05.900000,0.0
1970/01/01/01:00:05.920000,0.0
1970/01/01/01:00:05.941000,0.0
1970/01/01/01:00:05.960000,0.0
1970/01/01/01:00:05.986000,0.0
1970/01/01/01:00:06.001000,0.0
1970/01/01/01:00:06.022000,0.0
1970/01/01/01:00:06.041000,0.0
1970/01/01/01:00:06.060000,0.0
1970/01/01/01:00:06.081000,0.0
1970/01/01/01:00:06.101000,0.0
1970/01/01/01:00:06.122000,0.0
1970/01/01/01:00:06.140000,0.0
1970/01/01/01:00:06.163000,0.0
1970/01/01/01:00:06.181000,0.0
1970/01/01/01:00:06.201000,0.0
1970/01/01/01:00:06.222000,0.0
1970/01/01/01:00:06.240000,0.0
1970/01/01/01:00:06.262000,0.0
1970/01/01/01:00:06.280000,0.0
1970/01/01/01:00:06.302000,0.0
1970/01/01/01:00:06.321000,0.0
1970/01/01/01:00:06.346000,0.0
1970/01/01/01:00:06.361000,0.0
1970/01/01/01:00:06.381000,0.0
1970/01/01/01:00:06.401000,0.0
1970/01/01/01:00:06.420000,0.0
1970/01/01/01:00:06.442000,0.0
1970/01/01/01:00:06.461000,0.0
1970/01/01/01:00:06.481000,0.0
1970/01/01/01:00:06.501000,0.0
1970/01/01/01:00:06.522000,0.0
1970/01/01/01:00:06.541000,0.0
1970/01/01/01:00:06.562000,0.0
1970/01/01/01:00:06.581000,0.0
1970/01/01/01:00:06.601000,0.0
1970/01/01/01:00:06.621000,0.0
1970/01/01/01:00:06.643000,0.0
1970/01/01/01:00:06.660000,0.0
1970/01/01/01:00:06.682000,0.0
1970/01/01/01:00:06.702000,0.0
1970/01/01/01:00:06.722000,0.0
1970/01/01/01:00:06.743000,0.0
1970/01/01/01:00:06.761000,0.0
1970/01/01/01:00:06.783000,0.0
1970/01/01/01:00:06.801000,0.0
1970/01/01/01:00:06.821000,0.0
1970/01/01/01:00:06.841000,0.0
1970/01/01/01:00:06.861000,0.0
1970/01/01/01:00:06.881000,0.0
1970/01/01/01:00:06.901000,0.0
1970/01/01/01:00:06.921000,0.0
1970/01/01/01:00:06.941000,0.0
1970/01/01/01:00:06.961000,0.0
1970/01/01/01:00:06.982000,0.0
1970/01/01/01:00:07.003000,0.0
1970/01/01/01:00:07.021000,0.0
1970/01/01/01:00:07.042000,0.0
1970/01/01/01:00:07.061000,0.0
1970/01/01/01:00:07.081000,0.0
1970/01/01/01:00:07.102000,0.0
1970/01/01/01:00:07.121000,0.0
1970/01/01/01:00:07.141000,0.0
1970/01/01/01:00:07.160000,0.0
1970/01/01/01:00:07.182000,0.0
1970/01/01/01:00:07.203000,0.0
1970/01/01/01:00:07.221000,0.0
1970/01/01/01:00:07.244000,0.0
1970/01/01/01:00:07.260000,0.0
1970/01/01/01:00:07.281000,0.0
1970/01/01/01:00:07.301000,0.0
1970/01/01/01:00:07.321000,0.0
1970/01/01/01:00:07.341000,0.0
1970/01/01/01:00:07.361000,0.0
1970/01/01/01:00:07.381000,0.0
1970/01/01/01:00:07.401000,0.0
1970/01/01/01:00:07.422000,0.0
1970/01/01/01:00:07.440000,0.0
1970/01/01/01:00:07.461000,0.0
1970/01/01/01:00:07.481000,0.0
1970/01/01/01:00:07.501000,0.0
1970/01/01/01:00:07.521000,0.0
1970/01/01/01:00:07.541000,0.0
1970/01/01/01:00:07.561000,0.0
1970/01/01/01:00:07.581000,0.0
1970/01/01/01:00:07.600000,0.0
1970/01/01/01:00:07.621000,0.0
1970/01/01/01:00:07.641000,0.0
1970/01/01/01:00:07.661000,0.0
1970/01/01/01:00:07.682000,0.0
1970/01/01/01:00:07.701000,0.0
1970/01/01/01:00:07.720000,0.0
1970/01/01/01:00:07.740000,0.0
1970/01/01/01:00:07.761000,0.0
1970/01/01/01:00:07.781000,0.0
1970/01/01/01:00:07.802000,0.0
1970/01/01/01:00:07.825000,0.0
1970/01/01/01:00:07.842000,0.0
1970/01/01/01:00:07.862000,0.0
1970/01/01/01:00:07.881000,0.0
1970/01/01/01:00:07.901000,0.0
1970/01/01/01:00:07.921000,0.0
1970/01/01/01:00:07.941000,0.0
1970/01/01/01:00:07.962000,0.0
1970/01/01/01:00:07.984000,0.0
1970/01/01/01:00:08.001000,0.0
1970/01/01/01:00:08.020000,0.0
1970/01/01/01:00:08.041000,0.0
1970/01/01/01:00:08.061000,0.0
1970/01/01/01:00:08.081000,0.0
1970/01/01/01:00:08.101000,0.0
1970/01/01/01:00:08.120000,0.0
1970/01/01/01:00:08.141000,0.0
1970/01/01/01:00:08.161000,0.0
1970/01/01/01:00:08.181000,0.0
1970/01/01/01:00:08.200000,0.0
1970/01/01/01:00:08.221000,0.0
1970/01/01/01:00:08.241000,0.0
1970/01/01/01:00:08.261000,0.0
1970/01/01/01:00:08.281000,0.0
1970/01/01/01:00:08.301000,0.0
1970/01/01/01:00:08.321000,0.0
1970/01/01/01:00:08.341000,0.0
1970/01/01/01:00:08.361000,0.0
1970/01/01/01:00:08.382000,0.0
1970/01/01/01:00:08.401000,0.0
1970/01/01/01:00:08.421000,0.0
1970/01/01/01:00:08.440000,0.0
1970/01/01/01:00:08.462000,0.0
1970/01/01/01:00:08.481000,0.0
1970/01/01/01:00:08.502000,0.0
1970/01/01/01:00:08.521000,0.0
1970/01/01/01:00:08.541000,0.0
1970/01/01/01:00:08.562000,0.0
1970/01/01/01:00:08.582000,0.0
1970/01/01/01:00:08.600000,0.0
1970/01/01/01:00:08.621000,0.0
1970/01/01/01:00:08.641000,0.0
1970/01/01/01:00:08.661000,0.0
1970/01/01/01:00:08.682000,0.0
1970/01/01/01:00:08.701000,0.0
1970/01/01/01:00:08.723000,0.0
1970/01/01/01:00:08.741000,0.0
1970/01/01/01:00:08.761000,0.0
