time,.data
1970/01/01/01:00:05.357000,0.0
1970/01/01/01:00:05.374000,0.0
1970/01/01/01:00:05.394000,0.0
1970/01/01/01:00:05.409000,0.0
1970/01/01/01:00:05.434000,0.0
1970/01/01/01:00:05.453000,0.0
1970/01/01/01:00:05.474000,0.0
1970/01/01/01:00:05.493000,0.0
1970/01/01/01:00:05.514000,0.0
1970/01/01/01:00:05.534000,0.0
1970/01/01/01:00:05.555000,0.0
1970/01/01/01:00:05.574000,0.0
1970/01/01/01:00:05.593000,0.0
1970/01/01/01:00:05.617000,0.0
1970/01/01/01:00:05.633000,0.0
1970/01/01/01:00:05.654000,0.0
1970/01/01/01:00:05.674000,0.0
1970/01/01/01:00:05.693000,0.0
1970/01/01/01:00:05.715000,0.0
1970/01/01/01:00:05.733000,0.0
1970/01/01/01:00:05.754000,0.0
1970/01/01/01:00:05.773000,0.0
1970/01/01/01:00:05.795000,0.0
1970/01/01/01:00:05.817000,0.0
1970/01/01/01:00:05.834000,0.0
1970/01/01/01:00:05.853000,0.0
1970/01/01/01:00:05.874000,0.0
1970/01/01/01:00:05.894000,0.0
1970/01/01/01:00:05.913000,0.0
1970/01/01/01:00:05.933000,0.0
1970/01/01/01:00:05.954000,0.0
1970/01/01/01:00:05.973000,0.0
1970/01/01/01:00:05.993000,0.0
1970/01/01/01:00:06.013000,0.0
1970/01/01/01:00:06.034000,0.0
1970/01/01/01:00:06.054000,0.0
1970/01/01/01:00:06.074000,0.0
1970/01/01/01:00:06.094000,0.0
1970/01/01/01:00:06.114000,0.0
1970/01/01/01:00:06.133000,0.0
1970/01/01/01:00:06.154000,0.0
1970/01/01/01:00:06.174000,0.0
1970/01/01/01:00:06.195000,0.0
1970/01/01/01:00:06.213000,0.0
1970/01/01/01:00:06.233000,0.0
1970/01/01/01:00:06.254000,0.0
1970/01/01/01:00:06.273000,0.0
1970/01/01/01:00:06.294000,0.0
1970/01/01/01:00:06.314000,0.0
1970/01/01/01:00:06.335000,0.0
1970/01/01/01:00:06.353000,0.0
1970/01/01/01:00:06.373000,0.0
1970/01/01/01:00:06.393000,0.0
1970/01/01/01:00:06.414000,0.0
1970/01/01/01:00:06.434000,0.0
1970/01/01/01:00:06.453000,0.0
1970/01/01/01:00:06.474000,0.0
1970/01/01/01:00:06.494000,0.0
1970/01/01/01:00:06.514000,0.0
1970/01/01/01:00:06.533000,0.0
1970/01/01/01:00:06.554000,0.0
1970/01/01/01:00:06.573000,0.0
1970/01/01/01:00:06.594000,0.0
1970/01/01/01:00:06.613000,0.0
1970/01/01/01:00:06.634000,0.0
1970/01/01/01:00:06.653000,0.0
1970/01/01/01:00:06.673000,0.0
1970/01/01/01:00:06.694000,0.0
1970/01/01/01:00:06.714000,0.0
1970/01/01/01:00:06.733000,0.0
1970/01/01/01:00:06.753000,0.0
1970/01/01/01:00:06.773000,0.0
1970/01/01/01:00:06.793000,0.0
1970/01/01/01:00:06.813000,0.0
1970/01/01/01:00:06.834000,0.0
1970/01/01/01:00:06.853000,0.0
1970/01/01/01:00:06.873000,0.0
1970/01/01/01:00:06.893000,0.0
1970/01/01/01:00:06.914000,0.0
1970/01/01/01:00:06.934000,0.0
1970/01/01/01:00:06.957000,0.0
1970/01/01/01:00:06.974000,0.0
1970/01/01/01:00:06.994000,0.0
1970/01/01/01:00:07.013000,0.0
1970/01/01/01:00:07.034000,0.0
1970/01/01/01:00:07.054000,0.0
1970/01/01/01:00:07.074000,0.0
1970/01/01/01:00:07.094000,0.0
1970/01/01/01:00:07.113000,0.0
1970/01/01/01:00:07.133000,0.0
1970/01/01/01:00:07.154000,0.0
1970/01/01/01:00:07.186000,0.0
1970/01/01/01:00:07.194000,0.0
1970/01/01/01:00:07.213000,0.0
